date_visit,n_people,amount_fee
2024-10-28,2467,1783650
2024-10-29,1131,866800
2024-10-30,980,709100
2024-10-31,751,602250
2024-11-01,1417,1088700
2024-11-02,4439,3171050
2024-11-03,6452,4510400
2024-11-04,2840,2040350
2024-11-05,370,340700
2024-11-06,252,208900
2024-11-07,284,212200
2024-11-08,440,418700
2024-11-09,982,821200
2024-11-10,980,775100
2024-11-11,521,441800
2024-11-12,331,286100
2024-11-13,0,0
2024-11-14,318,224200
2024-11-15,521,460800
2024-11-16,988,774700
2024-11-17,832,689000
2024-11-18,381,324700
2024-11-19,234,191400
2024-11-20,101,86500
2024-11-21,234,190800
2024-11-22,523,451600
2024-11-23,690,616700
2024-11-24,609,540700
2024-11-25,241,252700
2024-11-26,91,82400
2024-11-27,0,0
2024-11-28,69,65000
2024-11-29,151,134800
2024-11-30,325,327100
2024-12-01,261,299500
2024-12-02,51,50600
2024-12-03,34,32400
2024-12-04,17,12500
2024-12-05,7,0
2024-12-06,85,97700
2024-12-07,129,134900
2024-12-08,115,137800
2024-12-09,24,22700
2024-12-10,23,9500
2024-12-11,0,0
2024-12-12,15,13900
2024-12-13,31,28300
2024-12-14,96,112800
2024-12-15,81,75900
2024-12-16,10,11700
2024-12-17,12,12800
2024-12-18,12,14800
2024-12-19,8,4500
2024-12-20,23,29000
2024-12-21,42,47700
2024-12-22,30,30900
2024-12-23,1,1000
2024-12-24,5,4000
2024-12-25,0,0
2024-12-26,32,33500
2024-12-27,0,0
