date_visit,n_people,amount_fee
2026-09-05,0,0
2026-09-06,3487,2660400
2026-09-07,1717,1360600
2026-09-08,1446,1170000
2026-09-09,0,0
2026-09-10,1213,972450
2026-09-11,1427,1176000
2026-09-12,2192,1715200
2026-09-13,1805,1407500
2026-09-14,1001,804900
2026-09-15,657,490000
2026-09-16,404,359150
2026-09-17,688,541600
2026-09-18,1159,924450
2026-09-19,3530,2655050
2026-09-20,8473,6073900
2026-09-21,9190,6556700
2026-09-22,6016,4374100
2026-09-23,2169,1679450
2026-09-24,0,0
2026-09-25,1238,989850
2026-09-26,1164,959750
2026-09-27,1137,964700
2026-09-28,722,572350
2026-09-29,318,240300
2026-09-30,205,143550
2026-10-01,246,198500
2026-10-02,737,592550
2026-10-03,833,710450
2026-10-04,650,547350
2026-10-05,409,310200
2026-10-06,219,166000
2026-10-07,196,150350
2026-10-08,241,221200
2026-10-09,558,486000
2026-10-10,1311,1103150
2026-10-11,1649,1279450
2026-10-12,1022,869100
2026-10-13,568,508600
2026-10-14,0,0
2026-10-15,226,193100
2026-10-16,501,382350
2026-10-17,789,646200
2026-10-18,731,606350
2026-10-19,450,345300
2026-10-20,221,176850
2026-10-21,120,85400
2026-10-22,202,158350
2026-10-23,415,332100
2026-10-24,668,564550
2026-10-25,433,391650
2026-10-26,289,219800
2026-10-27,115,94650
2026-10-28,0,0
2026-10-29,185,152700
2026-10-30,244,199850
2026-10-31,445,380800
2026-11-01,496,419100
2026-11-02,549,479600
2026-11-03,151,134050
2026-11-04,34,45300
