date_visit,n_people,amount_fee
2024-08-28,1616,1078400
2024-08-29,1340,980200
2024-08-30,1656,1176900
2024-08-31,1768,1327550
2024-09-01,1350,1043500
2024-09-02,778,633500
2024-09-03,460,354900
2024-09-04,460,343450
2024-09-05,512,392100
2024-09-06,894,685350
2024-09-07,1374,1109500
2024-09-08,1353,1060750
2024-09-09,682,551750
2024-09-10,548,412750
2024-09-11,0,0
2024-09-12,634,509950
2024-09-13,826,668150
2024-09-14,2241,1699800
2024-09-15,2978,2135350
2024-09-16,1235,980350
2024-09-17,521,433450
2024-09-18,257,203050
2024-09-19,323,236600
2024-09-20,465,353850
2024-09-21,1593,1207300
2024-09-22,2498,1757150
2024-09-23,834,707900
2024-09-24,554,471700
2024-09-25,0,0
2024-09-26,388,324200
2024-09-27,504,357800
2024-09-28,754,642250
2024-09-29,798,658900
2024-09-30,253,209700
2024-10-01,81,52250
2024-10-02,94,70300
2024-10-03,116,97300
2024-10-04,310,264050
2024-10-05,636,575100
2024-10-06,630,505650
2024-10-07,203,164000
2024-10-08,87,74100
2024-10-09,0,0
2024-10-10,174,127850
2024-10-11,385,324100
2024-10-12,1132,945950
2024-10-13,1436,1137550
2024-10-14,701,628850
2024-10-15,316,297800
2024-10-16,156,123250
2024-10-17,52,36800
2024-10-18,171,135250
2024-10-19,506,464350
2024-10-20,385,349100
2024-10-21,117,82750
2024-10-22,63,53200
2024-10-23,0,0
2024-10-24,99,80150
2024-10-25,131,109650
2024-10-26,261,218350
2024-10-27,0,0
