date_visit,n_people,amount_fee
2026-07-15,0,0
2026-07-16,1382,1039400
2026-07-17,2023,1537100
2026-07-18,5240,3882450
2026-07-19,7276,5297650
2026-07-20,3774,2720400
2026-07-21,2635,1870850
2026-07-22,1695,1297650
2026-07-23,1969,1444050
2026-07-24,2650,1855000
2026-07-25,2820,2049750
2026-07-26,2816,2030350
2026-07-27,2979,2051650
2026-07-28,2159,1546800
2026-07-29,2120,1523750
2026-07-30,2260,1534200
2026-07-31,2601,1891750
2026-08-01,2394,1773950
2026-08-02,2184,1654200
2026-08-03,2194,1637700
2026-08-04,1989,1471300
2026-08-05,1507,1155650
2026-08-06,2019,1527000
2026-08-07,2356,1729300
2026-08-08,2866,2152350
2026-08-09,3563,2571550
2026-08-10,4210,3067400
2026-08-11,3049,2203350
2026-08-12,3391,2425400
2026-08-13,3118,2252650
2026-08-14,2779,2028500
2026-08-15,1929,1443200
2026-08-16,1231,976350
2026-08-17,1702,1276550
2026-08-18,1418,1074550
2026-08-19,1217,926950
2026-08-20,1281,948500
2026-08-21,1372,1045150
2026-08-22,1314,1023950
2026-08-23,1110,899300
2026-08-24,1210,925600
2026-08-25,784,642400
2026-08-26,662,525250
2026-08-27,529,456150
2026-08-28,679,519500
2026-08-29,752,609300
2026-08-30,438,392500
2026-08-31,220,204600
2026-09-01,41,38200
2026-09-02,48,37600
2026-09-03,92,72300
2026-09-04,184,153400
2026-09-05,440,345300
2026-09-06,196,202850
2026-09-07,153,127750
2026-09-08,77,61900
2026-09-09,0,0
2026-09-10,98,76000
2026-09-11,198,198250
2026-09-12,334,283300
2026-09-13,153,118250
