date_visit,n_people,amount_fee
2026-07-07,0,0
2026-07-08,0,0
2026-07-09,691,600950
2026-07-10,2237,1704450
2026-07-11,3294,2449400
2026-07-12,2223,1723900
2026-07-13,1184,938350
2026-07-14,651,511950
2026-07-15,612,476900
2026-07-16,669,506000
2026-07-17,1209,946450
2026-07-18,3224,2438300
2026-07-19,4628,3434400
2026-07-20,2457,1809600
2026-07-21,2013,1456350
2026-07-22,1349,1067850
2026-07-23,1522,1125200
2026-07-24,1960,1409950
2026-07-25,2156,1595950
2026-07-26,2249,1631700
2026-07-27,2452,1694150
2026-07-28,1739,1293950
2026-07-29,1659,1236300
2026-07-30,1840,1279400
2026-07-31,2177,1593250
2026-08-01,1865,1424150
2026-08-02,1736,1345400
2026-08-03,1726,1317900
2026-08-04,1560,1186700
2026-08-05,1149,923800
2026-08-06,1624,1247900
2026-08-07,1864,1403850
2026-08-08,2220,1716150
2026-08-09,2672,1942350
2026-08-10,3214,2341500
2026-08-11,2224,1662550
2026-08-12,2522,1836800
2026-08-13,2340,1714250
2026-08-14,2037,1518700
2026-08-15,1421,1099400
2026-08-16,892,737200
2026-08-17,1239,971400
2026-08-18,1168,906500
2026-08-19,909,722800
2026-08-20,960,730850
2026-08-21,1135,880750
2026-08-22,1083,861450
2026-08-23,868,733900
2026-08-24,922,720000
2026-08-25,552,479700
2026-08-26,532,436050
2026-08-27,404,378200
2026-08-28,494,381350
2026-08-29,503,433650
2026-08-30,307,278750
2026-08-31,166,136850
2026-09-01,31,29200
2026-09-02,31,19700
2026-09-03,19,23300
2026-09-04,74,57650
2026-09-05,199,153400
