date_visit,n_people,amount_fee
2024-09-26,1602,1265550
2024-09-27,1740,1205650
2024-09-28,2675,1967750
2024-09-29,2207,1628700
2024-09-30,1045,753000
2024-10-01,467,386300
2024-10-02,473,354050
2024-10-03,477,356750
2024-10-04,1131,904600
2024-10-05,1549,1244500
2024-10-06,1456,1136150
2024-10-07,898,717800
2024-10-08,405,324100
2024-10-09,0,0
2024-10-10,706,564150
2024-10-11,951,760450
2024-10-12,2508,1920900
2024-10-13,3450,2522450
2024-10-14,1547,1177700
2024-10-15,811,649700
2024-10-16,561,433900
2024-10-17,432,320100
2024-10-18,701,582900
2024-10-19,1186,950850
2024-10-20,1049,898400
2024-10-21,632,507550
2024-10-22,431,345800
2024-10-23,0,0
2024-10-24,423,318900
2024-10-25,727,563300
2024-10-26,1124,928500
2024-10-27,961,767550
2024-10-28,541,469450
2024-10-29,309,228350
2024-10-30,215,137950
2024-10-31,215,158950
2024-11-01,473,399850
2024-11-02,1399,1090650
2024-11-03,2102,1557150
2024-11-04,892,746900
2024-11-05,115,125100
2024-11-06,51,31800
2024-11-07,52,47700
2024-11-08,116,123800
2024-11-09,266,297600
2024-11-10,285,273300
2024-11-11,96,103800
2024-11-12,86,65500
2024-11-13,0,0
2024-11-14,81,59300
2024-11-15,184,183000
2024-11-16,361,317000
2024-11-17,193,209500
2024-11-18,68,61500
2024-11-19,45,33300
2024-11-20,8,7700
2024-11-21,45,36800
2024-11-22,103,111900
2024-11-23,254,297200
2024-11-24,126,126300
2024-11-25,0,0
