date_visit,n_people,amount_fee
2024-03-30,0,0
2024-03-31,2861,1955000
2024-04-01,1921,1296500
2024-04-02,1180,813900
2024-04-03,885,618300
2024-04-04,828,588000
2024-04-05,935,712300
2024-04-06,1195,894900
2024-04-07,744,593200
2024-04-08,323,276800
2024-04-09,224,186100
2024-04-10,0,0
2024-04-11,268,212900
2024-04-12,398,375600
2024-04-13,629,547200
2024-04-14,703,533900
2024-04-15,262,208800
2024-04-16,173,128500
2024-04-17,188,162300
2024-04-18,152,115600
2024-04-19,277,254000
2024-04-20,592,542700
2024-04-21,534,457100
2024-04-22,321,278900
2024-04-23,223,180400
2024-04-24,0,0
2024-04-25,178,113500
2024-04-26,176,169500
2024-04-27,666,573100
2024-04-28,1220,937200
2024-04-29,507,443900
2024-04-30,392,325600
2024-05-01,326,318000
2024-05-02,430,410700
2024-05-03,956,746600
2024-05-04,1700,1260900
2024-05-05,779,618800
2024-05-06,209,243400
2024-05-07,47,33400
2024-05-08,0,0
2024-05-09,53,35000
2024-05-10,38,33400
2024-05-11,147,169500
2024-05-12,126,117700
2024-05-13,73,49500
2024-05-14,48,37500
2024-05-15,37,25900
2024-05-16,22,13500
2024-05-17,72,55600
2024-05-18,80,88300
2024-05-19,95,103400
2024-05-20,44,37000
2024-05-21,46,41000
2024-05-22,0,0
2024-05-23,20,15500
2024-05-24,50,50300
2024-05-25,84,64500
2024-05-26,88,81000
2024-05-27,24,19900
2024-05-28,1,500
2024-05-29,12,10500
