date_visit,n_people,amount_fee
2024-06-04,0,0
2024-06-05,420,321150
2024-06-06,362,296650
2024-06-07,625,506550
2024-06-08,1379,1146750
2024-06-09,1121,895400
2024-06-10,547,478450
2024-06-11,249,212200
2024-06-12,0,0
2024-06-13,229,186400
2024-06-14,503,434900
2024-06-15,1084,906750
2024-06-16,784,662350
2024-06-17,318,260600
2024-06-18,200,157650
2024-06-19,182,156400
2024-06-20,138,112500
2024-06-21,348,286150
2024-06-22,940,778450
2024-06-23,675,599250
2024-06-24,283,210100
2024-06-25,101,82900
2024-06-26,0,0
2024-06-27,195,153250
2024-06-28,296,252900
2024-06-29,760,604000
2024-06-30,585,430300
2024-07-01,147,125400
2024-07-02,59,49650
2024-07-03,75,60300
2024-07-04,125,92150
2024-07-05,174,121800
2024-07-06,433,376800
2024-07-07,315,297950
2024-07-08,100,91900
2024-07-09,105,64250
2024-07-10,0,0
2024-07-11,112,96750
2024-07-12,430,323600
2024-07-13,1278,1005350
2024-07-14,1680,1249950
2024-07-15,759,632750
2024-07-16,228,174850
2024-07-17,139,101900
2024-07-18,165,123250
2024-07-19,201,182350
2024-07-20,858,689950
2024-07-21,784,649250
2024-07-22,936,722150
2024-07-23,658,547700
2024-07-24,647,517150
2024-07-25,875,685650
2024-07-26,1037,804750
2024-07-27,1088,877200
2024-07-28,1021,809950
2024-07-29,1101,828250
2024-07-30,861,664050
2024-07-31,699,543250
2024-08-01,636,509650
2024-08-02,607,525750
2024-08-03,717,611850
