date_visit,n_people,amount_fee
2026-07-22,0,0
2026-07-23,3122,2191200
2026-07-24,3832,2600350
2026-07-25,4023,2879000
2026-07-26,3980,2850700
2026-07-27,3878,2633950
2026-07-28,2800,1981100
2026-07-29,2640,1860350
2026-07-30,2772,1885200
2026-07-31,3290,2340550
2026-08-01,3098,2259000
2026-08-02,2795,2068550
2026-08-03,2826,2046000
2026-08-04,2446,1778300
2026-08-05,1958,1452700
2026-08-06,2529,1874500
2026-08-07,3053,2193500
2026-08-08,3544,2628150
2026-08-09,4613,3328050
2026-08-10,5328,3825900
2026-08-11,3891,2800650
2026-08-12,4334,3078200
2026-08-13,3901,2769350
2026-08-14,3475,2515250
2026-08-15,2456,1820350
2026-08-16,1583,1219050
2026-08-17,2182,1604750
2026-08-18,1742,1284450
2026-08-19,1477,1102700
2026-08-20,1460,1057750
2026-08-21,1751,1302450
2026-08-22,1559,1188350
2026-08-23,1315,1046250
2026-08-24,1449,1072100
2026-08-25,935,743250
2026-08-26,820,644050
2026-08-27,666,555700
2026-08-28,831,634150
2026-08-29,935,759000
2026-08-30,516,451300
2026-08-31,294,273750
2026-09-01,45,41800
2026-09-02,52,41200
2026-09-03,108,78000
2026-09-04,208,163250
2026-09-05,565,433600
2026-09-06,250,263200
2026-09-07,234,189950
2026-09-08,147,110200
2026-09-09,0,0
2026-09-10,179,145000
2026-09-11,282,264600
2026-09-12,507,427050
2026-09-13,292,224600
2026-09-14,148,121950
2026-09-15,67,48700
2026-09-16,50,36000
2026-09-17,66,51450
2026-09-18,143,103650
2026-09-19,693,582100
2026-09-20,1450,1152900
