date_visit,n_people,amount_fee
2025-04-03,1818,970100
2025-04-04,2406,1453100
2025-04-05,2613,1693700
2025-04-06,1710,1137200
2025-04-07,606,450600
2025-04-08,370,260600
2025-04-09,0,0
2025-04-10,335,250500
2025-04-11,543,388900
2025-04-12,1513,1059800
2025-04-13,980,739400
2025-04-14,345,247900
2025-04-15,231,192600
2025-04-16,188,170300
2025-04-17,167,141700
2025-04-18,507,414000
2025-04-19,1510,1121450
2025-04-20,1118,890200
2025-04-21,485,396750
2025-04-22,264,207750
2025-04-23,0,0
2025-04-24,315,221350
2025-04-25,415,325200
2025-04-26,1524,1099850
2025-04-27,1625,1152650
2025-04-28,1582,1141000
2025-04-29,908,718350
2025-04-30,762,592250
2025-05-01,793,592450
2025-05-02,1030,770000
2025-05-03,2613,1779750
2025-05-04,4347,2826200
2025-05-05,2283,1578350
2025-05-06,745,641300
2025-05-07,103,89200
2025-05-08,101,66650
2025-05-09,163,137650
2025-05-10,768,578100
2025-05-11,604,459100
2025-05-12,146,91950
2025-05-13,140,94500
2025-05-14,0,0
2025-05-15,148,102450
2025-05-16,242,185600
2025-05-17,751,604200
2025-05-18,436,331750
2025-05-19,270,217200
2025-05-20,73,56650
2025-05-21,72,61500
2025-05-22,84,74800
2025-05-23,196,139850
2025-05-24,492,426050
2025-05-25,328,243450
2025-05-26,92,74200
2025-05-27,36,27200
2025-05-28,0,0
2025-05-29,49,46200
2025-05-30,35,27500
2025-05-31,79,83050
2025-06-01,58,55250
2025-06-02,0,0
