date_visit,n_people,amount_fee
2024-08-21,3693,2479150
2024-08-22,3315,2237050
2024-08-23,3444,2378650
2024-08-24,3642,2606000
2024-08-25,3147,2154900
2024-08-26,2903,1976300
2024-08-27,1904,1325550
2024-08-28,1391,1045250
2024-08-29,1191,910500
2024-08-30,1535,1095450
2024-08-31,1521,1166650
2024-09-01,1046,845150
2024-09-02,536,450500
2024-09-03,324,249950
2024-09-04,304,224550
2024-09-05,386,298350
2024-09-06,708,540050
2024-09-07,1074,901900
2024-09-08,1021,835650
2024-09-09,537,418050
2024-09-10,377,303850
2024-09-11,0,0
2024-09-12,461,376400
2024-09-13,700,555650
2024-09-14,1820,1403550
2024-09-15,2279,1680450
2024-09-16,1043,846300
2024-09-17,372,312000
2024-09-18,185,144250
2024-09-19,255,191100
2024-09-20,374,284250
2024-09-21,1237,965100
2024-09-22,1957,1388750
2024-09-23,660,605350
2024-09-24,428,350200
2024-09-25,0,0
2024-09-26,299,249850
2024-09-27,376,258150
2024-09-28,651,563750
2024-09-29,651,540250
2024-09-30,198,179400
2024-10-01,62,41650
2024-10-02,82,63000
2024-10-03,49,38700
2024-10-04,232,191250
2024-10-05,553,522350
2024-10-06,545,441750
2024-10-07,146,122100
2024-10-08,49,40300
2024-10-09,0,0
2024-10-10,87,65750
2024-10-11,277,227850
2024-10-12,928,806750
2024-10-13,1242,1015250
2024-10-14,612,560650
2024-10-15,186,176550
2024-10-16,108,80450
2024-10-17,18,16700
2024-10-18,79,60400
2024-10-19,220,220100
2024-10-20,0,0
