date_visit,n_people,amount_fee
2024-06-27,0,0
2024-06-28,907,757300
2024-06-29,1829,1374700
2024-06-30,1540,1139150
2024-07-01,451,391850
2024-07-02,275,180550
2024-07-03,202,169550
2024-07-04,238,181150
2024-07-05,483,368300
2024-07-06,1103,901550
2024-07-07,862,737450
2024-07-08,344,293100
2024-07-09,267,201250
2024-07-10,0,0
2024-07-11,310,263700
2024-07-12,983,748650
2024-07-13,2624,1956250
2024-07-14,3545,2507700
2024-07-15,1449,1132750
2024-07-16,605,471150
2024-07-17,490,374850
2024-07-18,455,354750
2024-07-19,503,405150
2024-07-20,1557,1183850
2024-07-21,1603,1180600
2024-07-22,1543,1102250
2024-07-23,1236,934900
2024-07-24,1190,892850
2024-07-25,1468,1066200
2024-07-26,1777,1273500
2024-07-27,1932,1420200
2024-07-28,1674,1251250
2024-07-29,1887,1339850
2024-07-30,1480,1068450
2024-07-31,1352,952500
2024-08-01,1274,927350
2024-08-02,1502,1121650
2024-08-03,1531,1167500
2024-08-04,1138,897950
2024-08-05,1516,1197150
2024-08-06,1269,960150
2024-08-07,1390,1091950
2024-08-08,1387,1009150
2024-08-09,1651,1193550
2024-08-10,1509,1176550
2024-08-11,2439,1812600
2024-08-12,2200,1642400
2024-08-13,1964,1456550
2024-08-14,1698,1255150
2024-08-15,1272,998800
2024-08-16,1239,965300
2024-08-17,932,780750
2024-08-18,991,824200
2024-08-19,892,754900
2024-08-20,862,670450
2024-08-21,712,598600
2024-08-22,565,493600
2024-08-23,701,596200
2024-08-24,658,558900
2024-08-25,633,525250
2024-08-26,623,506900
