date_visit,n_people,amount_fee
2024-05-30,0,0
2024-05-31,708,590150
2024-06-01,1733,1390150
2024-06-02,1221,1012950
2024-06-03,588,513550
2024-06-04,227,160850
2024-06-05,228,172250
2024-06-06,205,187600
2024-06-07,450,365600
2024-06-08,1010,872000
2024-06-09,879,712700
2024-06-10,393,349750
2024-06-11,188,164350
2024-06-12,0,0
2024-06-13,180,138550
2024-06-14,383,334650
2024-06-15,827,713200
2024-06-16,674,560000
2024-06-17,250,197700
2024-06-18,147,120550
2024-06-19,131,113850
2024-06-20,116,93900
2024-06-21,261,216900
2024-06-22,802,684400
2024-06-23,524,488000
2024-06-24,206,152650
2024-06-25,82,65700
2024-06-26,0,0
2024-06-27,153,122850
2024-06-28,240,201400
2024-06-29,620,498800
2024-06-30,449,333550
2024-07-01,101,94900
2024-07-02,35,25750
2024-07-03,45,39900
2024-07-04,103,77550
2024-07-05,165,113500
2024-07-06,336,293600
2024-07-07,265,240750
2024-07-08,82,71300
2024-07-09,80,47550
2024-07-10,0,0
2024-07-11,100,87750
2024-07-12,373,286550
2024-07-13,1022,826700
2024-07-14,1446,1099150
2024-07-15,618,532950
2024-07-16,177,132550
2024-07-17,113,87700
2024-07-18,127,97100
2024-07-19,161,143950
2024-07-20,696,573550
2024-07-21,699,566450
2024-07-22,781,617150
2024-07-23,540,460750
2024-07-24,513,411850
2024-07-25,696,561600
2024-07-26,847,669500
2024-07-27,856,708000
2024-07-28,825,678100
2024-07-29,698,569350
