date_visit,n_people,amount_fee
2024-11-09,0,0
2024-11-10,2470,1784400
2024-11-11,1190,897400
2024-11-12,646,529900
2024-11-13,0,0
2024-11-14,544,399000
2024-11-15,833,698300
2024-11-16,1585,1207200
2024-11-17,1308,994600
2024-11-18,616,478000
2024-11-19,360,281700
2024-11-20,201,171400
2024-11-21,361,298900
2024-11-22,788,633100
2024-11-23,1113,928500
2024-11-24,970,777800
2024-11-25,406,371000
2024-11-26,196,158200
2024-11-27,0,0
2024-11-28,167,162100
2024-11-29,301,267500
2024-11-30,532,478900
2024-12-01,410,409800
2024-12-02,108,100600
2024-12-03,55,51800
2024-12-04,26,19300
2024-12-05,38,24800
2024-12-06,135,148000
2024-12-07,195,188100
2024-12-08,228,246800
2024-12-09,55,56800
2024-12-10,35,17800
2024-12-11,0,0
2024-12-12,41,33800
2024-12-13,56,44700
2024-12-14,179,196300
2024-12-15,131,122100
2024-12-16,20,23600
2024-12-17,16,17200
2024-12-18,20,17800
2024-12-19,20,13000
2024-12-20,36,39000
2024-12-21,85,94700
2024-12-22,47,52000
2024-12-23,12,12000
2024-12-24,17,22100
2024-12-25,0,0
2024-12-26,87,89700
2024-12-27,144,141600
2024-12-28,183,230200
2024-12-29,342,338600
2024-12-30,360,375700
2024-12-31,0,0
2025-01-01,0,0
2025-01-02,255,287600
2025-01-03,135,154100
2025-01-04,65,85200
2025-01-05,13,17200
2025-01-06,4,0
2025-01-07,5,7700
2025-01-08,0,0
