date_visit,n_people,amount_fee
2026-02-23,0,0
2026-02-24,365,382100
2026-02-25,0,0
2026-02-26,231,212800
2026-02-27,178,162200
2026-02-28,508,479100
2026-03-01,364,347200
2026-03-02,150,131900
2026-03-03,118,113100
2026-03-04,81,95900
2026-03-05,133,130000
2026-03-06,176,143300
2026-03-07,374,352000
2026-03-08,361,327700
2026-03-09,159,169700
2026-03-10,145,139200
2026-03-11,0,0
2026-03-12,141,150500
2026-03-13,220,222300
2026-03-14,406,385600
2026-03-15,449,430800
2026-03-16,168,157100
2026-03-17,102,100800
2026-03-18,130,115200
2026-03-19,319,294700
2026-03-20,749,570400
2026-03-21,956,761200
2026-03-22,408,393700
2026-03-23,263,254000
2026-03-24,183,209400
2026-03-25,220,231200
2026-03-26,343,280500
2026-03-27,591,455000
2026-03-28,586,484900
2026-03-29,461,406700
2026-03-30,404,342700
2026-03-31,260,241200
2026-04-01,165,166000
2026-04-02,165,167600
2026-04-03,231,225300
2026-04-04,319,313100
2026-04-05,162,195100
2026-04-06,95,95600
2026-04-07,46,39100
2026-04-08,0,0
2026-04-09,28,28600
2026-04-10,44,43700
2026-04-11,91,97300
2026-04-12,94,81700
2026-04-13,44,35300
2026-04-14,26,21000
2026-04-15,38,39200
2026-04-16,28,23600
2026-04-17,84,83650
2026-04-18,287,257400
2026-04-19,161,150400
2026-04-20,106,93600
2026-04-21,42,34900
2026-04-22,0,0
2026-04-23,23,16350
2026-04-24,60,66900
