date_visit,n_people,amount_fee
2025-06-15,1203,1014050
2025-06-16,515,454200
2025-06-17,200,179500
2025-06-18,225,218600
2025-06-19,164,140150
2025-06-20,459,379550
2025-06-21,843,755400
2025-06-22,771,681850
2025-06-23,346,284750
2025-06-24,155,136100
2025-06-25,0,0
2025-06-26,226,199400
2025-06-27,390,331200
2025-06-28,715,656800
2025-06-29,581,523850
2025-06-30,157,131900
2025-07-01,29,24100
2025-07-02,60,55400
2025-07-03,123,126250
2025-07-04,255,240200
2025-07-05,534,469800
2025-07-06,299,269850
2025-07-07,116,92150
2025-07-08,113,94050
2025-07-09,0,0
2025-07-10,108,82250
2025-07-11,531,394650
2025-07-12,810,651150
2025-07-13,589,448050
2025-07-14,268,224650
2025-07-15,159,132100
2025-07-16,115,88200
2025-07-17,158,119600
2025-07-18,322,281600
2025-07-19,1285,1027700
2025-07-20,1744,1302800
2025-07-21,913,761550
2025-07-22,806,630200
2025-07-23,739,606500
2025-07-24,805,616000
2025-07-25,934,731100
2025-07-26,1091,823100
2025-07-27,988,784600
2025-07-28,1141,903800
2025-07-29,856,694250
2025-07-30,817,643300
2025-07-31,827,663400
2025-08-01,830,637350
2025-08-02,943,772800
2025-08-03,751,627200
2025-08-04,886,730800
2025-08-05,697,601250
2025-08-06,552,461550
2025-08-07,649,541200
2025-08-08,785,664550
2025-08-09,698,630600
2025-08-10,1160,958350
2025-08-11,935,794900
2025-08-12,0,0
2025-08-13,0,0
2025-08-14,0,0
