date_visit,n_people,amount_fee
2025-03-26,1635,953600
2025-03-27,2761,1658400
2025-03-28,3676,2187900
2025-03-29,4072,2553100
2025-03-30,2979,1873400
2025-03-31,2115,1259900
2025-04-01,1165,713100
2025-04-02,980,653700
2025-04-03,1084,653700
2025-04-04,1307,839200
2025-04-05,1586,1069000
2025-04-06,1015,707700
2025-04-07,340,276600
2025-04-08,224,154300
2025-04-09,0,0
2025-04-10,233,168800
2025-04-11,371,272500
2025-04-12,968,684700
2025-04-13,672,540900
2025-04-14,270,186900
2025-04-15,159,128200
2025-04-16,126,116700
2025-04-17,130,109100
2025-04-18,411,343100
2025-04-19,1231,933250
2025-04-20,914,758750
2025-04-21,335,252200
2025-04-22,196,159050
2025-04-23,0,0
2025-04-24,245,174350
2025-04-25,302,243550
2025-04-26,1205,884150
2025-04-27,1279,938700
2025-04-28,1200,883200
2025-04-29,756,629850
2025-04-30,619,467750
2025-05-01,653,487050
2025-05-02,862,660050
2025-05-03,2143,1475650
2025-05-04,3519,2332450
2025-05-05,1808,1280200
2025-05-06,636,569100
2025-05-07,61,55050
2025-05-08,64,42600
2025-05-09,125,113500
2025-05-10,626,479200
2025-05-11,440,323100
2025-05-12,122,67350
2025-05-13,87,56300
2025-05-14,0,0
2025-05-15,96,66350
2025-05-16,174,132950
2025-05-17,526,426400
2025-05-18,267,203750
2025-05-19,164,139200
2025-05-20,43,34500
2025-05-21,56,51600
2025-05-22,53,44600
2025-05-23,118,100150
2025-05-24,225,200600
2025-05-25,0,0
