date_visit,n_people,amount_fee
2025-02-20,172,133000
2025-02-21,206,197000
2025-02-22,863,758600
2025-02-23,1326,1033500
2025-02-24,442,437100
2025-02-25,132,134800
2025-02-26,0,0
2025-02-27,99,87300
2025-02-28,159,141400
2025-03-01,325,314800
2025-03-02,207,194100
2025-03-03,120,106300
2025-03-04,106,80800
2025-03-05,46,49700
2025-03-06,99,87900
2025-03-07,119,98700
2025-03-08,878,648600
2025-03-09,685,491100
2025-03-10,241,204500
2025-03-11,103,83700
2025-03-12,0,0
2025-03-13,247,169900
2025-03-14,193,183600
2025-03-15,585,465000
2025-03-16,534,449100
2025-03-17,196,166300
2025-03-18,199,178400
2025-03-19,292,224800
2025-03-20,359,306400
2025-03-21,830,611800
2025-03-22,578,437700
2025-03-23,467,391000
2025-03-24,244,232200
2025-03-25,282,262300
2025-03-26,452,323500
2025-03-27,593,396900
2025-03-28,819,560100
2025-03-29,748,558700
2025-03-30,544,446500
2025-03-31,452,341800
2025-04-01,252,215200
2025-04-02,224,223000
2025-04-03,172,157100
2025-04-04,207,201100
2025-04-05,350,319500
2025-04-06,245,224500
2025-04-07,56,39100
2025-04-08,46,30500
2025-04-09,0,0
2025-04-10,63,42200
2025-04-11,56,43800
2025-04-12,175,109300
2025-04-13,84,69500
2025-04-14,35,27400
2025-04-15,51,41000
2025-04-16,35,30200
2025-04-17,19,15900
2025-04-18,77,78100
2025-04-19,345,334450
2025-04-20,193,168250
2025-04-21,0,0
