date_visit,n_people,amount_fee
2026-04-01,0,0
2026-04-02,1165,826200
2026-04-03,1224,888100
2026-04-04,1593,1210400
2026-04-05,1045,824200
2026-04-06,471,412900
2026-04-07,292,300400
2026-04-08,0,0
2026-04-09,187,171300
2026-04-10,319,259400
2026-04-11,585,538200
2026-04-12,482,466100
2026-04-13,202,156500
2026-04-14,133,104800
2026-04-15,183,148400
2026-04-16,153,135200
2026-04-17,333,275100
2026-04-18,857,739950
2026-04-19,716,670700
2026-04-20,357,300700
2026-04-21,231,192600
2026-04-22,0,0
2026-04-23,174,128650
2026-04-24,346,324500
2026-04-25,700,664450
2026-04-26,621,606100
2026-04-27,270,237450
2026-04-28,291,258250
2026-04-29,447,439250
2026-04-30,768,698700
2026-05-01,890,777000
2026-05-02,1270,1036750
2026-05-03,2217,1730500
2026-05-04,2052,1646700
2026-05-05,1220,1040350
2026-05-06,576,573300
2026-05-07,186,193950
2026-05-08,128,94450
2026-05-09,319,319250
2026-05-10,275,235850
2026-05-11,113,78700
2026-05-12,70,57650
2026-05-13,0,0
2026-05-14,118,98150
2026-05-15,156,141000
2026-05-16,335,307400
2026-05-17,307,261750
2026-05-18,112,70100
2026-05-19,48,46400
2026-05-20,58,46200
2026-05-21,73,58250
2026-05-22,125,106900
2026-05-23,220,190250
2026-05-24,126,138250
2026-05-25,47,53700
2026-05-26,35,26250
2026-05-27,0,0
2026-05-28,49,58400
2026-05-29,92,87350
2026-05-30,151,138650
2026-05-31,118,113800
