date_visit,n_people,amount_fee
2024-07-19,0,0
2024-07-20,4184,2957400
2024-07-21,3707,2583050
2024-07-22,3130,2087550
2024-07-23,2218,1541350
2024-07-24,2037,1458800
2024-07-25,2489,1697250
2024-07-26,3438,2350700
2024-07-27,3578,2535150
2024-07-28,3132,2219250
2024-07-29,3552,2392450
2024-07-30,2583,1771100
2024-07-31,2395,1596000
2024-08-01,2492,1694150
2024-08-02,2727,1926200
2024-08-03,3042,2189300
2024-08-04,2449,1762500
2024-08-05,2758,2001050
2024-08-06,2246,1573550
2024-08-07,2438,1769250
2024-08-08,2449,1685100
2024-08-09,2821,1931600
2024-08-10,3134,2286550
2024-08-11,4413,3193550
2024-08-12,4659,3354350
2024-08-13,4013,2859650
2024-08-14,3417,2418200
2024-08-15,2682,1955650
2024-08-16,2432,1778950
2024-08-17,1775,1358900
2024-08-18,1606,1214350
2024-08-19,1705,1271550
2024-08-20,1551,1083300
2024-08-21,1281,954700
2024-08-22,1004,764450
2024-08-23,1199,925450
2024-08-24,1284,969650
2024-08-25,1187,867650
2024-08-26,1176,846350
2024-08-27,786,590650
2024-08-28,664,531750
2024-08-29,641,534300
2024-08-30,731,586950
2024-08-31,705,644100
2024-09-01,547,472300
2024-09-02,174,126900
2024-09-03,67,53800
2024-09-04,67,48800
2024-09-05,109,79700
2024-09-06,192,139150
2024-09-07,555,481250
2024-09-08,419,363800
2024-09-09,133,107900
2024-09-10,64,48900
2024-09-11,0,0
2024-09-12,167,129050
2024-09-13,240,179450
2024-09-14,683,600550
2024-09-15,813,687800
2024-09-16,494,421000
2024-09-17,56,56350
