date_visit,n_people,amount_fee
2025-04-22,625,458250
2025-04-23,0,0
2025-04-24,657,465250
2025-04-25,901,712350
2025-04-26,3174,2137500
2025-04-27,3517,2379250
2025-04-28,3466,2328950
2025-04-29,2091,1467450
2025-04-30,1717,1207800
2025-05-01,1528,1058250
2025-05-02,1989,1377200
2025-05-03,5950,3825800
2025-05-04,9477,6051050
2025-05-05,5156,3342950
2025-05-06,1347,1012750
2025-05-07,342,266250
2025-05-08,253,166950
2025-05-09,347,268050
2025-05-10,1376,979050
2025-05-11,1040,786100
2025-05-12,385,273700
2025-05-13,263,192600
2025-05-14,0,0
2025-05-15,239,168750
2025-05-16,478,357150
2025-05-17,1444,1051200
2025-05-18,902,719500
2025-05-19,527,413200
2025-05-20,189,121150
2025-05-21,164,135700
2025-05-22,167,131400
2025-05-23,423,330500
2025-05-24,981,795700
2025-05-25,794,602250
2025-05-26,227,185700
2025-05-27,66,43900
2025-05-28,0,0
2025-05-29,131,111350
2025-05-30,140,121300
2025-05-31,313,310050
2025-06-01,316,293650
2025-06-02,118,126450
2025-06-03,43,36250
2025-06-04,46,29800
2025-06-05,27,19600
2025-06-06,100,81500
2025-06-07,183,169150
2025-06-08,150,143550
2025-06-09,56,49300
2025-06-10,21,18200
2025-06-11,0,0
2025-06-12,22,17700
2025-06-13,59,54150
2025-06-14,122,113050
2025-06-15,102,108550
2025-06-16,62,52200
2025-06-17,16,14450
2025-06-18,32,36300
2025-06-19,15,14700
2025-06-20,15,11350
2025-06-21,0,0
