date_visit,n_people,amount_fee
2025-02-08,0,0
2025-02-09,509,472800
2025-02-10,417,403500
2025-02-11,253,207200
2025-02-12,0,0
2025-02-13,68,53500
2025-02-14,100,116600
2025-02-15,204,214000
2025-02-16,242,230400
2025-02-17,92,89800
2025-02-18,69,69000
2025-02-19,72,78100
2025-02-20,72,39800
2025-02-21,123,118800
2025-02-22,530,526600
2025-02-23,763,647500
2025-02-24,279,309900
2025-02-25,66,73500
2025-02-26,0,0
2025-02-27,66,59400
2025-02-28,80,76400
2025-03-01,221,185900
2025-03-02,112,108700
2025-03-03,66,56400
2025-03-04,63,48100
2025-03-05,27,26000
2025-03-06,60,59900
2025-03-07,75,62400
2025-03-08,491,380900
2025-03-09,235,232700
2025-03-10,97,72500
2025-03-11,56,38200
2025-03-12,0,0
2025-03-13,97,74200
2025-03-14,98,106200
2025-03-15,364,314100
2025-03-16,229,201200
2025-03-17,85,65400
2025-03-18,93,91600
2025-03-19,103,100000
2025-03-20,225,215500
2025-03-21,401,372900
2025-03-22,314,279400
2025-03-23,247,262100
2025-03-24,131,125800
2025-03-25,150,151600
2025-03-26,280,211300
2025-03-27,306,245300
2025-03-28,418,342400
2025-03-29,406,363500
2025-03-30,295,303000
2025-03-31,226,220400
2025-04-01,78,80500
2025-04-02,115,128600
2025-04-03,75,67700
2025-04-04,95,93200
2025-04-05,166,190600
2025-04-06,115,107300
2025-04-07,30,20100
2025-04-08,17,11200
2025-04-09,0,0
