date_visit,n_people,amount_fee
2023-09-22,0,0
2023-09-23,2026,1422250
2023-09-24,1444,1080750
2023-09-25,628,486000
2023-09-26,372,290000
2023-09-27,0,0
2023-09-28,322,262000
2023-09-29,436,356900
2023-09-30,950,731750
2023-10-01,881,687250
2023-10-02,418,354200
2023-10-03,180,143400
2023-10-04,172,145100
2023-10-05,256,226200
2023-10-06,418,354850
2023-10-07,1297,1017950
2023-10-08,1879,1460650
2023-10-09,933,775350
2023-10-10,432,364800
2023-10-11,0,0
2023-10-12,240,179700
2023-10-13,340,289600
2023-10-14,909,734850
2023-10-15,704,616550
2023-10-16,331,309250
2023-10-17,201,169300
2023-10-18,207,193250
2023-10-19,212,188600
2023-10-20,346,265900
2023-10-21,650,585650
2023-10-22,717,641550
2023-10-23,287,249150
2023-10-24,164,127750
2023-10-25,0,0
2023-10-26,182,135000
2023-10-27,284,227750
2023-10-28,752,635100
2023-10-29,539,479200
2023-10-30,230,209400
2023-10-31,116,90100
2023-11-01,122,113100
2023-11-02,196,194950
2023-11-03,906,757550
2023-11-04,1052,855900
2023-11-05,540,524300
2023-11-06,98,87100
2023-11-07,36,18100
2023-11-08,0,0
2023-11-09,49,28000
2023-11-10,115,116300
2023-11-11,278,299400
2023-11-12,222,246700
2023-11-13,121,106100
2023-11-14,37,32900
2023-11-15,28,29300
2023-11-16,28,21000
2023-11-17,59,52100
2023-11-18,242,243600
2023-11-19,167,215400
2023-11-20,16,20400
