date_visit,n_people,amount_fee
2025-04-05,0,0
2025-04-06,3469,2156000
2025-04-07,773,553500
2025-04-08,454,330600
2025-04-09,0,0
2025-04-10,419,311800
2025-04-11,605,437400
2025-04-12,1745,1206100
2025-04-13,1108,833200
2025-04-14,355,248900
2025-04-15,250,206200
2025-04-16,218,196700
2025-04-17,182,148900
2025-04-18,551,446900
2025-04-19,1695,1247650
2025-04-20,1332,1027000
2025-04-21,515,422450
2025-04-22,300,242750
2025-04-23,0,0
2025-04-24,347,248650
2025-04-25,450,357450
2025-04-26,1588,1132700
2025-04-27,1780,1240900
2025-04-28,1729,1232400
2025-04-29,1021,794450
2025-04-30,819,628650
2025-05-01,842,617250
2025-05-02,1146,832900
2025-05-03,2930,1976200
2025-05-04,4769,3088800
2025-05-05,2538,1731050
2025-05-06,806,681350
2025-05-07,123,106400
2025-05-08,126,76850
2025-05-09,195,161600
2025-05-10,867,647950
2025-05-11,610,477350
2025-05-12,178,117350
2025-05-13,152,106900
2025-05-14,0,0
2025-05-15,148,102450
2025-05-16,265,198050
2025-05-17,826,640250
2025-05-18,493,384750
2025-05-19,342,274900
2025-05-20,96,68550
2025-05-21,80,70300
2025-05-22,101,87200
2025-05-23,230,170150
2025-05-24,550,488200
2025-05-25,421,313500
2025-05-26,101,81650
2025-05-27,38,27600
2025-05-28,0,0
2025-05-29,54,48700
2025-05-30,51,41850
2025-05-31,104,98550
2025-06-01,147,126650
2025-06-02,69,71550
2025-06-03,6,4000
2025-06-04,32,12300
