date_visit,n_people,amount_fee
2025-05-28,0,0
2025-05-29,601,465950
2025-05-30,672,543700
2025-05-31,1361,1148200
2025-06-01,1174,972750
2025-06-02,494,424800
2025-06-03,209,169650
2025-06-04,209,153350
2025-06-05,226,182950
2025-06-06,409,348250
2025-06-07,850,764250
2025-06-08,780,695500
2025-06-09,287,244300
2025-06-10,145,131350
2025-06-11,0,0
2025-06-12,143,138800
2025-06-13,344,339500
2025-06-14,703,657500
2025-06-15,584,525150
2025-06-16,250,216500
2025-06-17,93,73750
2025-06-18,112,109700
2025-06-19,77,62600
2025-06-20,205,167700
2025-06-21,443,403200
2025-06-22,418,371100
2025-06-23,198,166350
2025-06-24,58,48900
2025-06-25,0,0
2025-06-26,138,127450
2025-06-27,219,184750
2025-06-28,393,388900
2025-06-29,298,282950
2025-06-30,84,66350
2025-07-01,17,15500
2025-07-02,12,8000
2025-07-03,44,34300
2025-07-04,135,124350
2025-07-05,279,256550
2025-07-06,189,185750
2025-07-07,60,46600
2025-07-08,40,33000
2025-07-09,0,0
2025-07-10,66,52000
2025-07-11,204,165750
2025-07-12,374,298000
2025-07-13,288,210400
2025-07-14,117,99400
2025-07-15,90,74850
2025-07-16,49,37250
2025-07-17,65,51250
2025-07-18,163,130800
2025-07-19,730,627150
2025-07-20,1192,950450
2025-07-21,610,562500
2025-07-22,504,417150
2025-07-23,439,376300
2025-07-24,513,409300
2025-07-25,602,503250
2025-07-26,581,479250
2025-07-27,394,362000
