date_visit,n_people,amount_fee
2026-03-14,1889,1503700
2026-03-15,1363,1116800
2026-03-16,522,487400
2026-03-17,364,356900
2026-03-18,366,339100
2026-03-19,720,593300
2026-03-20,1815,1330300
2026-03-21,2055,1582900
2026-03-22,912,736300
2026-03-23,527,445600
2026-03-24,336,314900
2026-03-25,439,375700
2026-03-26,635,449100
2026-03-27,1086,794500
2026-03-28,1234,943400
2026-03-29,896,698300
2026-03-30,901,669700
2026-03-31,510,397000
2026-04-01,317,264300
2026-04-02,317,272400
2026-04-03,454,372800
2026-04-04,613,515100
2026-04-05,347,324000
2026-04-06,210,219900
2026-04-07,107,103200
2026-04-08,0,0
2026-04-09,86,75000
2026-04-10,130,114000
2026-04-11,249,251100
2026-04-12,219,201900
2026-04-13,110,82500
2026-04-14,58,42400
2026-04-15,96,78600
2026-04-16,67,54200
2026-04-17,157,146000
2026-04-18,552,508400
2026-04-19,364,342850
2026-04-20,184,172900
2026-04-21,145,118450
2026-04-22,0,0
2026-04-23,65,47950
2026-04-24,169,179650
2026-04-25,422,426900
2026-04-26,281,279400
2026-04-27,131,111300
2026-04-28,152,127850
2026-04-29,158,156800
2026-04-30,338,311850
2026-05-01,528,502800
2026-05-02,794,700850
2026-05-03,1429,1146300
2026-05-04,1251,1034200
2026-05-05,855,778800
2026-05-06,334,357850
2026-05-07,90,87850
2026-05-08,70,50550
2026-05-09,180,178750
2026-05-10,122,100050
2026-05-11,53,38150
2026-05-12,26,17750
2026-05-13,0,0
