date_visit,n_people,amount_fee
2024-09-05,0,0
2024-09-06,1691,1248750
2024-09-07,2859,2044250
2024-09-08,2413,1815850
2024-09-09,1161,942150
2024-09-10,916,720350
2024-09-11,0,0
2024-09-12,956,761150
2024-09-13,1199,932950
2024-09-14,3241,2381650
2024-09-15,4479,3176750
2024-09-16,1721,1322500
2024-09-17,750,602700
2024-09-18,444,337350
2024-09-19,467,334700
2024-09-20,738,577550
2024-09-21,2208,1599200
2024-09-22,3561,2464100
2024-09-23,1219,980200
2024-09-24,768,659500
2024-09-25,0,0
2024-09-26,571,463700
2024-09-27,672,482850
2024-09-28,1100,883950
2024-09-29,1079,852150
2024-09-30,475,385350
2024-10-01,180,140200
2024-10-02,176,136050
2024-10-03,237,177700
2024-10-04,562,448450
2024-10-05,753,665450
2024-10-06,834,698200
2024-10-07,374,308350
2024-10-08,151,122500
2024-10-09,0,0
2024-10-10,284,235050
2024-10-11,521,455650
2024-10-12,1396,1119750
2024-10-13,1844,1420250
2024-10-14,904,750900
2024-10-15,476,440400
2024-10-16,245,200700
2024-10-17,108,72200
2024-10-18,308,244050
2024-10-19,704,610150
2024-10-20,636,583600
2024-10-21,255,199100
2024-10-22,145,114200
2024-10-23,0,0
2024-10-24,148,113150
2024-10-25,348,273150
2024-10-26,618,549200
2024-10-27,620,504700
2024-10-28,207,168750
2024-10-29,88,62450
2024-10-30,65,50850
2024-10-31,70,38600
2024-11-01,246,199850
2024-11-02,779,659750
2024-11-03,1048,820250
2024-11-04,446,424800
