date_visit,n_people,amount_fee
2025-02-06,0,0
2025-02-07,126,101500
2025-02-08,299,321300
2025-02-09,435,403600
2025-02-10,410,409700
2025-02-11,248,193300
2025-02-12,0,0
2025-02-13,61,48500
2025-02-14,86,102400
2025-02-15,184,189200
2025-02-16,219,207500
2025-02-17,81,81500
2025-02-18,63,60800
2025-02-19,70,78100
2025-02-20,70,39800
2025-02-21,113,109100
2025-02-22,478,485000
2025-02-23,705,611300
2025-02-24,242,260500
2025-02-25,64,71900
2025-02-26,0,0
2025-02-27,61,56400
2025-02-28,76,70200
2025-03-01,186,151400
2025-03-02,102,98100
2025-03-03,59,47900
2025-03-04,59,44300
2025-03-05,22,21000
2025-03-06,56,57500
2025-03-07,66,52800
2025-03-08,404,334300
2025-03-09,186,195800
2025-03-10,81,62700
2025-03-11,46,32400
2025-03-12,0,0
2025-03-13,75,59800
2025-03-14,91,94000
2025-03-15,270,239300
2025-03-16,192,179800
2025-03-17,79,62700
2025-03-18,89,88400
2025-03-19,89,86900
2025-03-20,202,198600
2025-03-21,373,358900
2025-03-22,241,233100
2025-03-23,221,250700
2025-03-24,125,114100
2025-03-25,140,146800
2025-03-26,261,198400
2025-03-27,260,220800
2025-03-28,370,312000
2025-03-29,362,335500
2025-03-30,250,273500
2025-03-31,192,200100
2025-04-01,74,76100
2025-04-02,102,113400
2025-04-03,70,62400
2025-04-04,73,69000
2025-04-05,117,141500
2025-04-06,88,88200
2025-04-07,30,20100
