date_visit,n_people,amount_fee
2026-01-17,448,428700
2026-01-18,357,341000
2026-01-19,132,130200
2026-01-20,87,63700
2026-01-21,48,50900
2026-01-22,37,27800
2026-01-23,89,76200
2026-01-24,230,242700
2026-01-25,312,321800
2026-01-26,0,0
2026-01-27,0,0
2026-01-28,0,0
2026-01-29,0,0
2026-01-30,62,58700
2026-01-31,127,149500
2026-02-01,114,82500
2026-02-02,46,48300
2026-02-03,44,51200
2026-02-04,23,31300
2026-02-05,16,17700
2026-02-06,44,50500
2026-02-07,126,127300
2026-02-08,103,120500
2026-02-09,77,82000
2026-02-10,41,31700
2026-02-11,84,81000
2026-02-12,0,0
2026-02-13,56,52200
2026-02-14,82,63100
2026-02-15,55,53800
2026-02-16,33,41700
2026-02-17,22,18100
2026-02-18,9,6000
2026-02-19,20,18600
2026-02-20,36,41000
2026-02-21,116,144300
2026-02-22,241,246800
2026-02-23,88,100100
2026-02-24,41,42000
2026-02-25,0,0
2026-02-26,18,10200
2026-02-27,35,37200
2026-02-28,94,59500
2026-03-01,32,14600
2026-03-02,15,18300
2026-03-03,17,21300
2026-03-04,8,5500
2026-03-05,36,37600
2026-03-06,30,33300
2026-03-07,39,37400
2026-03-08,111,75400
2026-03-09,30,32600
2026-03-10,29,27400
2026-03-11,0,0
2026-03-12,40,41900
2026-03-13,24,28500
2026-03-14,79,81100
2026-03-15,33,29000
2026-03-16,6,1500
2026-03-17,0,0
2026-03-18,0,0
