date_visit,n_people,amount_fee
2026-03-04,0,0
2026-03-05,334,309300
2026-03-06,379,359600
2026-03-07,935,804400
2026-03-08,677,583200
2026-03-09,351,338200
2026-03-10,272,267800
2026-03-11,0,0
2026-03-12,315,322000
2026-03-13,372,348200
2026-03-14,705,628800
2026-03-15,667,605200
2026-03-16,327,323800
2026-03-17,192,188800
2026-03-18,209,195000
2026-03-19,457,404900
2026-03-20,1160,865000
2026-03-21,1327,1044700
2026-03-22,626,538900
2026-03-23,370,330200
2026-03-24,230,239800
2026-03-25,284,276500
2026-03-26,494,359900
2026-03-27,833,622700
2026-03-28,920,722700
2026-03-29,651,525100
2026-03-30,638,498800
2026-03-31,385,321600
2026-04-01,217,199000
2026-04-02,218,202500
2026-04-03,334,300100
2026-04-04,409,375800
2026-04-05,250,259200
2026-04-06,126,132800
2026-04-07,72,65900
2026-04-08,0,0
2026-04-09,51,48000
2026-04-10,74,69400
2026-04-11,156,150900
2026-04-12,153,139900
2026-04-13,73,53300
2026-04-14,45,34400
2026-04-15,59,59100
2026-04-16,32,26100
2026-04-17,111,103900
2026-04-18,424,387500
2026-04-19,254,231600
2026-04-20,156,138350
2026-04-21,74,60750
2026-04-22,0,0
2026-04-23,45,36850
2026-04-24,134,146450
2026-04-25,279,295600
2026-04-26,181,172850
2026-04-27,67,56400
2026-04-28,102,89950
2026-04-29,103,107750
2026-04-30,245,215450
2026-05-01,285,261000
2026-05-02,644,581250
2026-05-03,936,795250
