date_visit,n_people,amount_fee
2025-09-20,4861,3559200
2025-09-21,3946,2862850
2025-09-22,3601,2636600
2025-09-23,2033,1547250
2025-09-24,0,0
2025-09-25,1080,800300
2025-09-26,1090,837800
2025-09-27,1890,1456550
2025-09-28,1389,1090100
2025-09-29,783,615100
2025-09-30,450,382700
2025-10-01,407,317500
2025-10-02,406,334050
2025-10-03,625,488800
2025-10-04,1421,1155050
2025-10-05,1158,930250
2025-10-06,650,540200
2025-10-07,468,326900
2025-10-08,0,0
2025-10-09,444,369250
2025-10-10,723,577950
2025-10-11,2030,1520200
2025-10-12,2953,2171850
2025-10-13,1273,1032450
2025-10-14,686,551000
2025-10-15,351,271100
2025-10-16,314,232600
2025-10-17,546,416000
2025-10-18,1088,893750
2025-10-19,782,627050
2025-10-20,550,419150
2025-10-21,413,286400
2025-10-22,0,0
2025-10-23,306,212050
2025-10-24,545,476650
2025-10-25,1009,879400
2025-10-26,763,663050
2025-10-27,389,322150
2025-10-28,188,130850
2025-10-29,269,207100
2025-10-30,264,199450
2025-10-31,453,344600
2025-11-01,1170,949300
2025-11-02,1582,1225350
2025-11-03,799,727300
2025-11-04,92,73400
2025-11-05,18,13700
2025-11-06,37,25900
2025-11-07,56,33800
2025-11-08,215,225300
2025-11-09,178,186400
2025-11-10,91,72000
2025-11-11,41,42100
2025-11-12,0,0
2025-11-13,68,44400
2025-11-14,109,87800
2025-11-15,139,156900
2025-11-16,72,84200
2025-11-17,48,48700
2025-11-18,38,42500
2025-11-19,0,0
