date_visit,n_people,amount_fee
2024-07-26,0,0
2024-07-27,5730,3929800
2024-07-28,5005,3440300
2024-07-29,4662,3083100
2024-07-30,3333,2236800
2024-07-31,3011,1990000
2024-08-01,2988,1997900
2024-08-02,3451,2413250
2024-08-03,3894,2770000
2024-08-04,3061,2168150
2024-08-05,3495,2472400
2024-08-06,2901,2008850
2024-08-07,2981,2113850
2024-08-08,3008,2058000
2024-08-09,3519,2398500
2024-08-10,4036,2893550
2024-08-11,5457,3928950
2024-08-12,5691,4080200
2024-08-13,5250,3734550
2024-08-14,4437,3120200
2024-08-15,3408,2443550
2024-08-16,3171,2278950
2024-08-17,2192,1658000
2024-08-18,1935,1438050
2024-08-19,2098,1515850
2024-08-20,1711,1184250
2024-08-21,1578,1160350
2024-08-22,1248,922350
2024-08-23,1489,1096550
2024-08-24,1495,1105500
2024-08-25,1396,992400
2024-08-26,1400,981800
2024-08-27,922,675850
2024-08-28,717,565900
2024-08-29,687,564200
2024-08-30,808,632950
2024-08-31,775,684100
2024-09-01,617,535300
2024-09-02,220,168400
2024-09-03,80,61350
2024-09-04,96,66250
2024-09-05,120,91100
2024-09-06,277,203450
2024-09-07,658,593100
2024-09-08,508,458500
2024-09-09,210,158800
2024-09-10,128,102150
2024-09-11,0,0
2024-09-12,240,184850
2024-09-13,344,248050
2024-09-14,869,725350
2024-09-15,1054,846850
2024-09-16,600,503600
2024-09-17,105,85100
2024-09-18,34,26000
2024-09-19,78,59600
2024-09-20,174,127250
2024-09-21,609,548900
2024-09-22,994,783850
2024-09-23,373,372200
2024-09-24,60,40850
