date_visit,n_people,amount_fee
2024-07-28,5776,3881300
2024-07-29,5037,3331800
2024-07-30,3555,2379200
2024-07-31,3088,2039750
2024-08-01,3176,2119300
2024-08-02,3597,2506900
2024-08-03,4015,2850150
2024-08-04,3280,2320600
2024-08-05,3563,2522800
2024-08-06,2962,2051550
2024-08-07,3046,2157050
2024-08-08,3087,2106700
2024-08-09,3625,2473700
2024-08-10,4195,3005650
2024-08-11,5687,4092700
2024-08-12,5925,4227500
2024-08-13,5419,3857950
2024-08-14,4604,3239700
2024-08-15,3526,2518950
2024-08-16,3280,2356550
2024-08-17,2293,1716000
2024-08-18,2022,1495450
2024-08-19,2152,1553450
2024-08-20,1755,1211650
2024-08-21,1600,1175550
2024-08-22,1291,947750
2024-08-23,1537,1127450
2024-08-24,1543,1134050
2024-08-25,1423,1012100
2024-08-26,1453,1018150
2024-08-27,936,685050
2024-08-28,722,567100
2024-08-29,692,569100
2024-08-30,821,640650
2024-08-31,779,690700
2024-09-01,636,561250
2024-09-02,230,176800
2024-09-03,90,69150
2024-09-04,112,74450
2024-09-05,128,97500
2024-09-06,292,212650
2024-09-07,672,608700
2024-09-08,507,459500
2024-09-09,218,163400
2024-09-10,132,109150
2024-09-11,0,0
2024-09-12,258,199250
2024-09-13,344,248050
2024-09-14,917,759850
2024-09-15,1101,866250
2024-09-16,619,514700
2024-09-17,105,85100
2024-09-18,38,29600
2024-09-19,92,70450
2024-09-20,184,132500
2024-09-21,638,572700
2024-09-22,1034,814950
2024-09-23,416,410750
2024-09-24,84,57000
2024-09-25,0,0
2024-09-26,0,0
