date_visit,n_people,amount_fee
2023-12-13,0,0
2023-12-14,185,179100
2023-12-15,236,225400
2023-12-16,756,612500
2023-12-17,604,536100
2023-12-18,116,95700
2023-12-19,66,66500
2023-12-20,73,72500
2023-12-21,60,50200
2023-12-22,86,96800
2023-12-23,368,342000
2023-12-24,397,367300
2023-12-25,257,244700
2023-12-26,339,301500
2023-12-27,0,0
2023-12-28,519,427800
2023-12-29,780,666800
2023-12-30,1217,954100
2023-12-31,0,0
2024-01-01,0,0
2024-01-02,687,574300
2024-01-03,383,365900
2024-01-04,265,248900
2024-01-05,200,204600
2024-01-06,294,300900
2024-01-07,243,258800
2024-01-08,74,82700
2024-01-09,49,36500
2024-01-10,0,0
2024-01-11,27,19500
2024-01-12,14,16800
2024-01-13,33,40200
2024-01-14,63,55300
2024-01-15,4,6400
2024-01-16,5,3000
2024-01-17,13,13400
2024-01-18,2,1500
2024-01-19,10,10000
2024-01-20,48,38700
2024-01-21,39,31600
2024-01-22,11,12400
2024-01-23,9,6000
2024-01-24,0,0
2024-01-25,17,19900
2024-01-26,8,5500
2024-01-27,54,55300
2024-01-28,37,51800
2024-01-29,30,33200
2024-01-30,2,3300
2024-01-31,8,8400
2024-02-01,2,2000
2024-02-02,19,20100
2024-02-03,10,4500
2024-02-04,12,11500
2024-02-05,3,5500
2024-02-06,2,1000
2024-02-07,4,3000
2024-02-08,0,0
2024-02-09,0,0
2024-02-10,30,43800
2024-02-11,0,0
