date_visit,n_people,amount_fee
2024-01-27,0,0
2024-01-28,421,355700
2024-01-29,109,112900
2024-01-30,46,42600
2024-01-31,30,32300
2024-02-01,24,16900
2024-02-02,56,41800
2024-02-03,189,161700
2024-02-04,136,109400
2024-02-05,35,29400
2024-02-06,33,27000
2024-02-07,23,29000
2024-02-08,4,2800
2024-02-09,27,23900
2024-02-10,235,236600
2024-02-11,356,324900
2024-02-12,143,158700
2024-02-13,43,29400
2024-02-14,0,0
2024-02-15,20,16800
2024-02-16,38,31500
2024-02-17,70,61800
2024-02-18,116,116300
2024-02-19,46,37600
2024-02-20,12,12000
2024-02-21,14,17400
2024-02-22,63,67000
2024-02-23,124,121900
2024-02-24,255,256700
2024-02-25,67,51900
2024-02-26,22,26700
2024-02-27,16,14300
2024-02-28,0,0
2024-02-29,7,6300
2024-03-01,25,15000
2024-03-02,81,66800
2024-03-03,47,39600
2024-03-04,14,9900
2024-03-05,12,11200
2024-03-06,10,4500
2024-03-07,9,10400
2024-03-08,12,12700
2024-03-09,83,84500
2024-03-10,69,56000
2024-03-11,42,20000
2024-03-12,16,16800
2024-03-13,0,0
2024-03-14,30,22700
2024-03-15,21,21400
2024-03-16,64,47200
2024-03-17,86,104300
2024-03-18,36,22500
2024-03-19,20,12800
2024-03-20,41,45900
2024-03-21,68,46200
2024-03-22,42,29500
2024-03-23,183,181600
2024-03-24,124,111700
2024-03-25,86,106100
2024-03-26,50,55900
2024-03-27,39,42600
