date_visit,n_people,amount_fee
2026-02-08,376,381500
2026-02-09,244,221800
2026-02-10,148,139700
2026-02-11,305,302200
2026-02-12,0,0
2026-02-13,190,160900
2026-02-14,283,262400
2026-02-15,215,231300
2026-02-16,107,127100
2026-02-17,64,60700
2026-02-18,105,87500
2026-02-19,89,79200
2026-02-20,132,141200
2026-02-21,440,456200
2026-02-22,652,589400
2026-02-23,264,265600
2026-02-24,103,112900
2026-02-25,0,0
2026-02-26,79,67000
2026-02-27,94,94600
2026-02-28,233,236300
2026-03-01,98,86400
2026-03-02,61,58200
2026-03-03,30,24300
2026-03-04,32,34700
2026-03-05,71,73400
2026-03-06,65,63600
2026-03-07,160,148300
2026-03-08,190,156600
2026-03-09,64,70500
2026-03-10,61,64600
2026-03-11,0,0
2026-03-12,46,47200
2026-03-13,91,94300
2026-03-14,248,250600
2026-03-15,159,151200
2026-03-16,57,58200
2026-03-17,54,53300
2026-03-18,61,38700
2026-03-19,178,168800
2026-03-20,453,343000
2026-03-21,520,435600
2026-03-22,238,267500
2026-03-23,118,130900
2026-03-24,116,120600
2026-03-25,109,124700
2026-03-26,205,200600
2026-03-27,292,261700
2026-03-28,343,325400
2026-03-29,256,271200
2026-03-30,242,231400
2026-03-31,159,160500
2026-04-01,30,33900
2026-04-02,49,51100
2026-04-03,131,129100
2026-04-04,131,153900
2026-04-05,48,50800
2026-04-06,26,21600
2026-04-07,15,12400
2026-04-08,0,0
2026-04-09,0,0
