date_visit,n_people,amount_fee
2024-09-27,2013,1394650
2024-09-28,3063,2217550
2024-09-29,2379,1741300
2024-09-30,1097,797750
2024-10-01,506,410900
2024-10-02,485,364200
2024-10-03,490,367950
2024-10-04,1166,930300
2024-10-05,1591,1277500
2024-10-06,1496,1163550
2024-10-07,948,753000
2024-10-08,417,334900
2024-10-09,0,0
2024-10-10,746,591350
2024-10-11,976,776150
2024-10-12,2563,1958500
2024-10-13,3547,2582400
2024-10-14,1620,1221450
2024-10-15,821,656900
2024-10-16,577,440350
2024-10-17,442,327700
2024-10-18,709,590900
2024-10-19,1208,963600
2024-10-20,1034,890300
2024-10-21,638,509350
2024-10-22,453,364800
2024-10-23,0,0
2024-10-24,430,321500
2024-10-25,753,586100
2024-10-26,1152,952100
2024-10-27,993,787350
2024-10-28,550,472950
2024-10-29,321,234950
2024-10-30,223,142450
2024-10-31,237,174800
2024-11-01,481,408550
2024-11-02,1429,1112500
2024-11-03,2176,1607550
2024-11-04,903,752400
2024-11-05,115,125100
2024-11-06,51,31800
2024-11-07,55,53200
2024-11-08,116,123800
2024-11-09,289,317100
2024-11-10,302,297100
2024-11-11,95,101800
2024-11-12,96,72000
2024-11-13,0,0
2024-11-14,81,59300
2024-11-15,192,189500
2024-11-16,378,319000
2024-11-17,201,222700
2024-11-18,68,61500
2024-11-19,45,33300
2024-11-20,9,8700
2024-11-21,61,51200
2024-11-22,116,121700
2024-11-23,264,304200
2024-11-24,143,145200
2024-11-25,17,20300
2024-11-26,0,0
