date_visit,n_people,amount_fee
2024-06-06,450,365900
2024-06-07,730,590750
2024-06-08,1459,1225550
2024-06-09,1210,959900
2024-06-10,561,490800
2024-06-11,293,241000
2024-06-12,0,0
2024-06-13,244,199400
2024-06-14,542,463300
2024-06-15,1112,921750
2024-06-16,826,693550
2024-06-17,337,286200
2024-06-18,217,176650
2024-06-19,190,161400
2024-06-20,144,118400
2024-06-21,365,301550
2024-06-22,939,795450
2024-06-23,709,628100
2024-06-24,296,225500
2024-06-25,110,93300
2024-06-26,0,0
2024-06-27,213,161150
2024-06-28,307,264500
2024-06-29,788,632400
2024-06-30,629,469300
2024-07-01,147,125400
2024-07-02,61,51650
2024-07-03,75,60300
2024-07-04,137,102550
2024-07-05,189,135200
2024-07-06,436,378800
2024-07-07,338,321450
2024-07-08,109,99700
2024-07-09,111,67250
2024-07-10,0,0
2024-07-11,121,102750
2024-07-12,443,335400
2024-07-13,1354,1051850
2024-07-14,1715,1280550
2024-07-15,784,650750
2024-07-16,243,193750
2024-07-17,144,106950
2024-07-18,180,136950
2024-07-19,201,182350
2024-07-20,874,700150
2024-07-21,839,693200
2024-07-22,959,739200
2024-07-23,676,566200
2024-07-24,662,526550
2024-07-25,908,703350
2024-07-26,1066,826000
2024-07-27,1103,885400
2024-07-28,1026,813350
2024-07-29,1120,842950
2024-07-30,876,677400
2024-07-31,711,550100
2024-08-01,664,533800
2024-08-02,668,571700
2024-08-03,791,675400
2024-08-04,625,546250
2024-08-05,0,0
