date_visit,n_people,amount_fee
2024-01-20,0,0
2024-01-21,491,352900
2024-01-22,72,67200
2024-01-23,51,46400
2024-01-24,0,0
2024-01-25,54,44400
2024-01-26,55,50900
2024-01-27,139,138500
2024-01-28,148,159500
2024-01-29,69,87200
2024-01-30,24,25800
2024-01-31,12,12900
2024-02-01,13,11000
2024-02-02,39,34300
2024-02-03,127,111900
2024-02-04,76,64700
2024-02-05,29,21200
2024-02-06,17,12000
2024-02-07,14,11800
2024-02-08,4,2800
2024-02-09,20,17900
2024-02-10,155,159100
2024-02-11,260,242600
2024-02-12,98,122100
2024-02-13,34,23800
2024-02-14,0,0
2024-02-15,20,16800
2024-02-16,28,22500
2024-02-17,50,49900
2024-02-18,80,87800
2024-02-19,22,25600
2024-02-20,8,8000
2024-02-21,10,11800
2024-02-22,47,63000
2024-02-23,88,84400
2024-02-24,177,176000
2024-02-25,46,33000
2024-02-26,15,24700
2024-02-27,12,10700
2024-02-28,0,0
2024-02-29,5,4300
2024-03-01,19,12000
2024-03-02,52,40300
2024-03-03,42,32700
2024-03-04,11,8900
2024-03-05,6,8400
2024-03-06,8,3500
2024-03-07,5,6400
2024-03-08,9,7500
2024-03-09,60,59700
2024-03-10,49,39700
2024-03-11,20,6500
2024-03-12,13,14300
2024-03-13,0,0
2024-03-14,21,17200
2024-03-15,8,7000
2024-03-16,53,39200
2024-03-17,41,58700
2024-03-18,18,15900
2024-03-19,2,2000
2024-03-20,24,31900
