date_visit,n_people,amount_fee
2024-11-26,604,454100
2024-11-27,0,0
2024-11-28,413,306700
2024-11-29,651,534200
2024-11-30,1169,953600
2024-12-01,895,770900
2024-12-02,291,287900
2024-12-03,158,138100
2024-12-04,107,84300
2024-12-05,108,100600
2024-12-06,256,286500
2024-12-07,472,410900
2024-12-08,390,398000
2024-12-09,148,122300
2024-12-10,101,79600
2024-12-11,0,0
2024-12-12,120,116400
2024-12-13,168,158000
2024-12-14,384,378500
2024-12-15,332,323500
2024-12-16,58,58800
2024-12-17,33,38600
2024-12-18,33,33000
2024-12-19,31,19500
2024-12-20,77,71000
2024-12-21,181,193300
2024-12-22,157,163300
2024-12-23,38,31500
2024-12-24,46,49100
2024-12-25,0,0
2024-12-26,206,219900
2024-12-27,291,257400
2024-12-28,328,344500
2024-12-29,614,533800
2024-12-30,617,570000
2024-12-31,0,0
2025-01-01,0,0
2025-01-02,415,412900
2025-01-03,312,336100
2025-01-04,198,238500
2025-01-05,70,73800
2025-01-06,24,17600
2025-01-07,22,25400
2025-01-08,0,0
2025-01-09,12,17000
2025-01-10,13,12600
2025-01-11,53,52500
2025-01-12,98,109900
2025-01-13,37,39500
2025-01-14,11,10600
2025-01-15,8,9600
2025-01-16,0,0
2025-01-17,17,4200
2025-01-18,19,23900
2025-01-19,35,29300
2025-01-20,0,0
2025-01-21,0,0
2025-01-22,0,0
2025-01-23,0,0
2025-01-24,0,0
2025-01-25,0,0
