date_visit,n_people,amount_fee
2024-01-12,0,0
2024-01-13,332,295200
2024-01-14,182,161700
2024-01-15,78,69100
2024-01-16,30,22800
2024-01-17,16,19300
2024-01-18,18,18300
2024-01-19,58,61600
2024-01-20,143,106100
2024-01-21,102,98200
2024-01-22,34,29400
2024-01-23,18,12000
2024-01-24,0,0
2024-01-25,24,24400
2024-01-26,36,32000
2024-01-27,91,92700
2024-01-28,98,111400
2024-01-29,62,73800
2024-01-30,19,16200
2024-01-31,9,9900
2024-02-01,17,14000
2024-02-02,30,26700
2024-02-03,62,61900
2024-02-04,45,41200
2024-02-05,27,19200
2024-02-06,18,11300
2024-02-07,5,4800
2024-02-08,4,2800
2024-02-09,10,6000
2024-02-10,114,119100
2024-02-11,149,164300
2024-02-12,55,62500
2024-02-13,13,11800
2024-02-14,0,0
2024-02-15,12,10000
2024-02-16,11,9000
2024-02-17,46,46900
2024-02-18,61,69000
2024-02-19,12,9900
2024-02-20,2,2000
2024-02-21,6,5800
2024-02-22,36,52200
2024-02-23,53,42900
2024-02-24,131,140900
2024-02-25,23,20600
2024-02-26,11,18300
2024-02-27,7,11800
2024-02-28,0,0
2024-02-29,5,4300
2024-03-01,15,10000
2024-03-02,35,25000
2024-03-03,24,19400
2024-03-04,6,6400
2024-03-05,4,3500
2024-03-06,2,1500
2024-03-07,4,6400
2024-03-08,5,4000
2024-03-09,41,33300
2024-03-10,31,23900
2024-03-11,2,2000
2024-03-12,4,8800
