date_visit,n_people,amount_fee
2026-03-10,596,516800
2026-03-11,0,0
2026-03-12,454,440500
2026-03-13,536,484300
2026-03-14,1043,908200
2026-03-15,922,801100
2026-03-16,429,407800
2026-03-17,272,268600
2026-03-18,277,260100
2026-03-19,572,484800
2026-03-20,1527,1133000
2026-03-21,1739,1347100
2026-03-22,741,611800
2026-03-23,438,379900
2026-03-24,300,291600
2026-03-25,355,316700
2026-03-26,580,409200
2026-03-27,991,727700
2026-03-28,1124,858700
2026-03-29,793,627000
2026-03-30,752,568400
2026-03-31,468,371700
2026-04-01,268,232600
2026-04-02,267,233800
2026-04-03,430,358800
2026-04-04,510,445600
2026-04-05,305,296800
2026-04-06,180,189300
2026-04-07,95,94100
2026-04-08,0,0
2026-04-09,66,60000
2026-04-10,95,85700
2026-04-11,209,212300
2026-04-12,182,168600
2026-04-13,91,64800
2026-04-14,48,37400
2026-04-15,79,69600
2026-04-16,50,45300
2026-04-17,137,123800
2026-04-18,518,478650
2026-04-19,318,307000
2026-04-20,165,145650
2026-04-21,111,90300
2026-04-22,0,0
2026-04-23,63,45950
2026-04-24,164,171400
2026-04-25,370,379500
2026-04-26,226,216550
2026-04-27,109,93600
2026-04-28,149,121250
2026-04-29,148,147400
2026-04-30,328,304600
2026-05-01,424,394050
2026-05-02,765,675850
2026-05-03,1332,1078900
2026-05-04,1132,951000
2026-05-05,784,719550
2026-05-06,285,319500
2026-05-07,72,70150
2026-05-08,51,43350
2026-05-09,0,0
