date_visit,n_people,amount_fee
2023-10-25,0,0
2023-10-26,648,461100
2023-10-27,888,651600
2023-10-28,1778,1376250
2023-10-29,1613,1216300
2023-10-30,684,545200
2023-10-31,308,283400
2023-11-01,310,278400
2023-11-02,722,568700
2023-11-03,2206,1673200
2023-11-04,2441,1843700
2023-11-05,1093,894950
2023-11-06,384,326200
2023-11-07,244,177900
2023-11-08,0,0
2023-11-09,193,127500
2023-11-10,447,385100
2023-11-11,951,760500
2023-11-12,693,588600
2023-11-13,498,430300
2023-11-14,199,178900
2023-11-15,153,144400
2023-11-16,165,153100
2023-11-17,312,284700
2023-11-18,790,625200
2023-11-19,506,464400
2023-11-20,269,253800
2023-11-21,176,156400
2023-11-22,0,0
2023-11-23,491,444800
2023-11-24,1043,786700
2023-11-25,583,508200
2023-11-26,319,305300
2023-11-27,180,183900
2023-11-28,56,43100
2023-11-29,15,17500
2023-11-30,15,11200
2023-12-01,36,35900
2023-12-02,214,253900
2023-12-03,156,163800
2023-12-04,43,37600
2023-12-05,10,6500
2023-12-06,4,5400
2023-12-07,9,5000
2023-12-08,35,32700
2023-12-09,145,174900
2023-12-10,96,110000
2023-12-11,11,10900
2023-12-12,10,11400
2023-12-13,0,0
2023-12-14,2,2000
2023-12-15,24,37400
2023-12-16,84,87600
2023-12-17,98,120700
2023-12-18,7,3500
2023-12-19,2,3300
2023-12-20,9,13000
2023-12-21,6,6600
2023-12-22,5,6400
2023-12-23,20,30600
