date_visit,n_people,amount_fee
2025-05-01,0,0
2025-05-02,4944,3250450
2025-05-03,14232,8838000
2025-05-04,15957,10177200
2025-05-05,10778,6735700
2025-05-06,2589,1787400
2025-05-07,602,442500
2025-05-08,401,274300
2025-05-09,605,437000
2025-05-10,1902,1289750
2025-05-11,1438,1029600
2025-05-12,568,423500
2025-05-13,392,284350
2025-05-14,0,0
2025-05-15,350,244550
2025-05-16,582,437400
2025-05-17,1870,1336050
2025-05-18,1282,955000
2025-05-19,699,539600
2025-05-20,294,195800
2025-05-21,223,174000
2025-05-22,279,210850
2025-05-23,553,442500
2025-05-24,1238,955800
2025-05-25,1074,825000
2025-05-26,296,240450
2025-05-27,131,100900
2025-05-28,0,0
2025-05-29,162,132700
2025-05-30,175,148800
2025-05-31,435,425700
2025-06-01,380,354200
2025-06-02,193,188900
2025-06-03,59,51150
2025-06-04,74,51050
2025-06-05,51,45500
2025-06-06,145,112300
2025-06-07,263,244750
2025-06-08,239,227400
2025-06-09,79,69350
2025-06-10,42,33750
2025-06-11,0,0
2025-06-12,41,35200
2025-06-13,103,97400
2025-06-14,205,196300
2025-06-15,190,186050
2025-06-16,95,80250
2025-06-17,36,35550
2025-06-18,42,41600
2025-06-19,24,19700
2025-06-20,46,29850
2025-06-21,122,102700
2025-06-22,99,94450
2025-06-23,81,64600
2025-06-24,4,5400
2025-06-25,0,0
2025-06-26,27,33400
2025-06-27,70,56750
2025-06-28,125,101450
2025-06-29,42,37850
2025-06-30,5,6500
