date_visit,n_people,amount_fee
2025-11-22,2915,2282600
2025-11-23,4602,3473600
2025-11-24,1892,1423600
2025-11-25,828,648100
2025-11-26,0,0
2025-11-27,351,299200
2025-11-28,384,367100
2025-11-29,950,791000
2025-11-30,717,597100
2025-12-01,292,267100
2025-12-02,125,107300
2025-12-03,110,76300
2025-12-04,104,70000
2025-12-05,128,120100
2025-12-06,495,449200
2025-12-07,405,421800
2025-12-08,114,148000
2025-12-09,78,74600
2025-12-10,0,0
2025-12-11,56,45800
2025-12-12,122,133300
2025-12-13,268,307600
2025-12-14,183,190700
2025-12-15,94,116400
2025-12-16,22,21400
2025-12-17,19,21100
2025-12-18,27,27100
2025-12-19,76,70100
2025-12-20,191,208500
2025-12-21,82,99200
2025-12-22,53,50700
2025-12-23,41,31600
2025-12-24,0,0
2025-12-25,98,108300
2025-12-26,133,147000
2025-12-27,245,286600
2025-12-28,351,351500
2025-12-29,456,454400
2025-12-30,475,454900
2025-12-31,0,0
2026-01-01,0,0
2026-01-02,283,299000
2026-01-03,112,133900
2026-01-04,53,61100
2026-01-05,37,48000
2026-01-06,14,21500
2026-01-07,6,5500
2026-01-08,7,4500
2026-01-09,8,7900
2026-01-10,24,32100
2026-01-11,63,64000
2026-01-12,30,26300
2026-01-13,7,4800
2026-01-14,0,0
2026-01-15,4,6600
2026-01-16,4,2000
2026-01-17,0,0
2026-01-18,18,3000
2026-01-19,0,0
2026-01-20,0,0
2026-01-21,0,0
