date_visit,n_people,amount_fee
2025-01-04,1239,961400
2025-01-05,462,423700
2025-01-06,242,221900
2025-01-07,135,138300
2025-01-08,0,0
2025-01-09,79,77900
2025-01-10,44,51000
2025-01-11,340,328000
2025-01-12,411,423900
2025-01-13,206,226600
2025-01-14,45,42500
2025-01-15,20,14100
2025-01-16,34,30700
2025-01-17,92,65900
2025-01-18,134,128700
2025-01-19,184,162400
2025-01-20,0,0
2025-01-21,0,0
2025-01-22,0,0
2025-01-23,0,0
2025-01-24,0,0
2025-01-25,144,124700
2025-01-26,94,73700
2025-01-27,34,35500
2025-01-28,22,19600
2025-01-29,28,25200
2025-01-30,33,27500
2025-01-31,41,38100
2025-02-01,55,47800
2025-02-02,37,40500
2025-02-03,12,7900
2025-02-04,0,0
2025-02-05,13,17400
2025-02-06,21,29700
2025-02-07,18,12000
2025-02-08,44,53100
2025-02-09,95,86200
2025-02-10,37,39200
2025-02-11,22,25600
2025-02-12,0,0
2025-02-13,4,3800
2025-02-14,10,18500
2025-02-15,21,23100
2025-02-16,57,37800
2025-02-17,9,7000
2025-02-18,20,6500
2025-02-19,10,9000
2025-02-20,1,1000
2025-02-21,17,16000
2025-02-22,96,95700
2025-02-23,78,89400
2025-02-24,25,21600
2025-02-25,4,3500
2025-02-26,0,0
2025-02-27,2,1600
2025-02-28,17,11500
2025-03-01,10,10400
2025-03-02,4,3000
2025-03-03,0,0
2025-03-04,0,0
2025-03-05,0,0
