date_visit,n_people,amount_fee
2025-02-03,0,0
2025-02-04,117,122900
2025-02-05,66,70300
2025-02-06,80,90300
2025-02-07,115,83700
2025-02-08,328,350700
2025-02-09,470,439600
2025-02-10,381,380800
2025-02-11,213,166300
2025-02-12,0,0
2025-02-13,56,42500
2025-02-14,68,85900
2025-02-15,161,164700
2025-02-16,197,178100
2025-02-17,53,62600
2025-02-18,53,47100
2025-02-19,56,62600
2025-02-20,70,39800
2025-02-21,85,83600
2025-02-22,424,449400
2025-02-23,663,577300
2025-02-24,210,229400
2025-02-25,45,50100
2025-02-26,0,0
2025-02-27,50,42600
2025-02-28,76,73300
2025-03-01,164,134300
2025-03-02,90,88700
2025-03-03,54,42900
2025-03-04,48,35200
2025-03-05,8,8700
2025-03-06,46,48700
2025-03-07,60,45700
2025-03-08,181,210000
2025-03-09,135,163500
2025-03-10,57,47000
2025-03-11,32,25000
2025-03-12,0,0
2025-03-13,55,45400
2025-03-14,75,82300
2025-03-15,225,204200
2025-03-16,146,150800
2025-03-17,71,55100
2025-03-18,81,83200
2025-03-19,71,69700
2025-03-20,154,167200
2025-03-21,317,326100
2025-03-22,206,207300
2025-03-23,191,229400
2025-03-24,105,99600
2025-03-25,128,140500
2025-03-26,226,174300
2025-03-27,213,196400
2025-03-28,272,259600
2025-03-29,291,292500
2025-03-30,197,233800
2025-03-31,165,185200
2025-04-01,49,50200
2025-04-02,70,85800
2025-04-03,50,34700
2025-04-04,45,35800
