date_visit,n_people,amount_fee
2025-03-08,2316,1561000
2025-03-09,1706,1151800
2025-03-10,624,470700
2025-03-11,479,349900
2025-03-12,0,0
2025-03-13,510,370300
2025-03-14,496,392300
2025-03-15,1256,897000
2025-03-16,1119,816600
2025-03-17,490,375800
2025-03-18,373,321300
2025-03-19,597,438300
2025-03-20,923,647300
2025-03-21,1586,1052100
2025-03-22,1347,905200
2025-03-23,964,695700
2025-03-24,492,388800
2025-03-25,519,394800
2025-03-26,775,501800
2025-03-27,1151,709400
2025-03-28,1479,931200
2025-03-29,1549,1026600
2025-03-30,1019,713900
2025-03-31,929,613400
2025-04-01,510,366800
2025-04-02,415,337600
2025-04-03,415,295700
2025-04-04,503,365700
2025-04-05,652,511600
2025-04-06,467,382700
2025-04-07,141,118500
2025-04-08,97,57800
2025-04-09,0,0
2025-04-10,87,68000
2025-04-11,125,94300
2025-04-12,383,245100
2025-04-13,182,159100
2025-04-14,92,63000
2025-04-15,103,72800
2025-04-16,58,52000
2025-04-17,58,47700
2025-04-18,187,162800
2025-04-19,658,568000
2025-04-20,551,446700
2025-04-21,106,92550
2025-04-22,67,61650
2025-04-23,0,0
2025-04-24,98,66200
2025-04-25,111,87250
2025-04-26,671,513400
2025-04-27,736,581000
2025-04-28,615,482150
2025-04-29,204,181450
2025-04-30,264,202150
2025-05-01,254,174500
2025-05-02,398,292150
2025-05-03,1231,912900
2025-05-04,1875,1332250
2025-05-05,824,679800
2025-05-06,0,0
2025-05-07,0,0
