date_visit,n_people,amount_fee
2023-11-27,116,34100
2023-11-28,341,292200
2023-11-29,177,142700
2023-11-30,163,134600
2023-12-01,260,223000
2023-12-02,778,667100
2023-12-03,688,594800
2023-12-04,256,238900
2023-12-05,100,64900
2023-12-06,60,45900
2023-12-07,64,54300
2023-12-08,165,159400
2023-12-09,470,466400
2023-12-10,397,380400
2023-12-11,111,127400
2023-12-12,56,60100
2023-12-13,0,0
2023-12-14,60,72900
2023-12-15,102,96800
2023-12-16,299,298400
2023-12-17,259,266800
2023-12-18,63,51100
2023-12-19,19,19300
2023-12-20,21,25100
2023-12-21,15,16400
2023-12-22,42,46900
2023-12-23,198,185400
2023-12-24,148,145700
2023-12-25,174,181000
2023-12-26,177,177700
2023-12-27,0,0
2023-12-28,330,306200
2023-12-29,428,404100
2023-12-30,698,585400
2023-12-31,0,0
2024-01-01,0,0
2024-01-02,389,343800
2024-01-03,190,227000
2024-01-04,129,122300
2024-01-05,98,97200
2024-01-06,119,130900
2024-01-07,89,95500
2024-01-08,31,36200
2024-01-09,26,24200
2024-01-10,0,0
2024-01-11,21,16900
2024-01-12,10,10200
2024-01-13,30,36200
2024-01-14,18,19900
2024-01-15,0,0
2024-01-16,4,3000
2024-01-17,6,6400
2024-01-18,2,1500
2024-01-19,0,0
2024-01-20,22,15700
2024-01-21,4,2700
2024-01-22,3,5400
2024-01-23,3,2000
2024-01-24,0,0
2024-01-25,13,15900
