date_visit,n_people,amount_fee
2025-01-31,173,166500
2025-02-01,469,390800
2025-02-02,301,272100
2025-02-03,86,68900
2025-02-04,91,89700
2025-02-05,69,75600
2025-02-06,62,71800
2025-02-07,106,78800
2025-02-08,253,283100
2025-02-09,401,390900
2025-02-10,282,277100
2025-02-11,158,124300
2025-02-12,0,0
2025-02-13,41,32000
2025-02-14,55,67800
2025-02-15,89,93100
2025-02-16,159,136700
2025-02-17,38,43800
2025-02-18,44,36900
2025-02-19,48,53200
2025-02-20,55,28300
2025-02-21,77,77600
2025-02-22,355,398100
2025-02-23,546,498700
2025-02-24,163,181600
2025-02-25,46,50600
2025-02-26,0,0
2025-02-27,33,31600
2025-02-28,51,42000
2025-03-01,96,78500
2025-03-02,58,59700
2025-03-03,38,30900
2025-03-04,42,31400
2025-03-05,6,6700
2025-03-06,25,23800
2025-03-07,57,44600
2025-03-08,155,165400
2025-03-09,124,154400
2025-03-10,49,43000
2025-03-11,26,19000
2025-03-12,0,0
2025-03-13,40,35700
2025-03-14,58,70200
2025-03-15,193,156000
2025-03-16,140,142300
2025-03-17,46,35100
2025-03-18,68,64900
2025-03-19,64,59700
2025-03-20,103,120600
2025-03-21,265,282600
2025-03-22,151,163500
2025-03-23,157,178700
2025-03-24,74,69100
2025-03-25,106,109600
2025-03-26,108,76600
2025-03-27,179,175500
2025-03-28,175,193900
2025-03-29,231,260200
2025-03-30,92,103500
2025-03-31,78,90700
2025-04-01,0,0
