date_visit,n_people,amount_fee
2023-10-06,0,0
2023-10-07,2310,1713400
2023-10-08,4459,3273600
2023-10-09,1816,1394250
2023-10-10,805,592200
2023-10-11,0,0
2023-10-12,368,283300
2023-10-13,614,478750
2023-10-14,1343,1067700
2023-10-15,1141,899000
2023-10-16,539,461450
2023-10-17,301,270600
2023-10-18,305,279650
2023-10-19,306,259000
2023-10-20,516,424000
2023-10-21,1053,884350
2023-10-22,975,816850
2023-10-23,441,381750
2023-10-24,269,202000
2023-10-25,0,0
2023-10-26,252,191000
2023-10-27,414,321000
2023-10-28,986,804600
2023-10-29,806,681300
2023-10-30,350,331150
2023-10-31,181,147100
2023-11-01,183,165600
2023-11-02,368,324950
2023-11-03,1200,956900
2023-11-04,1347,1065750
2023-11-05,717,644300
2023-11-06,198,160300
2023-11-07,100,59100
2023-11-08,0,0
2023-11-09,90,49500
2023-11-10,211,197200
2023-11-11,405,362700
2023-11-12,314,316200
2023-11-13,255,235100
2023-11-14,84,60300
2023-11-15,59,58900
2023-11-16,43,32800
2023-11-17,115,109000
2023-11-18,404,354200
2023-11-19,295,316900
2023-11-20,124,126600
2023-11-21,60,55800
2023-11-22,0,0
2023-11-23,254,277400
2023-11-24,517,427600
2023-11-25,304,303800
2023-11-26,183,208600
2023-11-27,64,70500
2023-11-28,24,17700
2023-11-29,7,11500
2023-11-30,2,2000
2023-12-01,8,9900
2023-12-02,73,88400
2023-12-03,42,51600
2023-12-04,8,8300
