date_visit,n_people,amount_fee
2026-02-18,193,160800
2026-02-19,193,186600
2026-02-20,272,255100
2026-02-21,924,825900
2026-02-22,1237,1034200
2026-02-23,533,474500
2026-02-24,156,177100
2026-02-25,0,0
2026-02-26,128,107400
2026-02-27,131,130700
2026-02-28,334,329900
2026-03-01,188,175200
2026-03-02,94,89500
2026-03-03,74,66600
2026-03-04,50,56700
2026-03-05,103,98700
2026-03-06,126,95500
2026-03-07,268,272800
2026-03-08,276,262700
2026-03-09,105,124900
2026-03-10,113,111500
2026-03-11,0,0
2026-03-12,87,90900
2026-03-13,169,177300
2026-03-14,324,306300
2026-03-15,330,320100
2026-03-16,128,118000
2026-03-17,79,73800
2026-03-18,92,80800
2026-03-19,238,234100
2026-03-20,601,456200
2026-03-21,731,589300
2026-03-22,299,313600
2026-03-23,208,217200
2026-03-24,143,160400
2026-03-25,181,203800
2026-03-26,273,242300
2026-03-27,462,376000
2026-03-28,486,410000
2026-03-29,365,335100
2026-03-30,328,291600
2026-03-31,211,202600
2026-04-01,97,94100
2026-04-02,111,112300
2026-04-03,189,186500
2026-04-04,255,261900
2026-04-05,115,135200
2026-04-06,70,70900
2026-04-07,37,33600
2026-04-08,0,0
2026-04-09,25,25600
2026-04-10,35,36100
2026-04-11,79,81800
2026-04-12,47,44900
2026-04-13,30,23100
2026-04-14,17,13000
2026-04-15,34,32800
2026-04-16,13,11800
2026-04-17,50,49550
2026-04-18,154,143500
2026-04-19,0,0
