date_visit,n_people,amount_fee
2024-12-09,0,0
2024-12-10,296,226800
2024-12-11,0,0
2024-12-12,229,220100
2024-12-13,316,309400
2024-12-14,667,593200
2024-12-15,514,469000
2024-12-16,119,116600
2024-12-17,72,75400
2024-12-18,53,46600
2024-12-19,73,65700
2024-12-20,125,109700
2024-12-21,293,309600
2024-12-22,288,297200
2024-12-23,60,58400
2024-12-24,124,133300
2024-12-25,0,0
2024-12-26,362,323100
2024-12-27,474,389100
2024-12-28,633,568500
2024-12-29,1012,829200
2024-12-30,1166,963700
2024-12-31,0,0
2025-01-01,0,0
2025-01-02,730,644900
2025-01-03,501,475200
2025-01-04,332,327000
2025-01-05,194,222500
2025-01-06,54,61500
2025-01-07,49,57900
2025-01-08,0,0
2025-01-09,27,33200
2025-01-10,21,19600
2025-01-11,142,141500
2025-01-12,181,204300
2025-01-13,83,113000
2025-01-14,11,10600
2025-01-15,14,11600
2025-01-16,9,6000
2025-01-17,52,24100
2025-01-18,55,58700
2025-01-19,72,58400
2025-01-20,0,0
2025-01-21,0,0
2025-01-22,0,0
2025-01-23,0,0
2025-01-24,0,0
2025-01-25,73,73300
2025-01-26,41,29400
2025-01-27,5,3000
2025-01-28,9,6500
2025-01-29,13,14400
2025-01-30,11,7000
2025-01-31,10,12800
2025-02-01,22,17000
2025-02-02,18,18300
2025-02-03,0,0
2025-02-04,0,0
2025-02-05,9,8600
2025-02-06,8,8000
2025-02-07,6,3000
