date_visit,n_people,amount_fee
2023-10-11,0,0
2023-10-12,496,393450
2023-10-13,812,629650
2023-10-14,1727,1344650
2023-10-15,1505,1167450
2023-10-16,674,561750
2023-10-17,390,332200
2023-10-18,370,337850
2023-10-19,374,322800
2023-10-20,617,492700
2023-10-21,1276,1045850
2023-10-22,1049,878000
2023-10-23,579,474550
2023-10-24,342,261300
2023-10-25,0,0
2023-10-26,320,228000
2023-10-27,522,411600
2023-10-28,1045,844900
2023-10-29,879,723550
2023-10-30,405,355100
2023-10-31,214,192000
2023-11-01,201,201650
2023-11-02,459,381750
2023-11-03,1423,1110600
2023-11-04,1583,1230950
2023-11-05,792,695200
2023-11-06,243,209200
2023-11-07,132,78600
2023-11-08,0,0
2023-11-09,102,61500
2023-11-10,288,273700
2023-11-11,529,470100
2023-11-12,425,400300
2023-11-13,315,298100
2023-11-14,123,96200
2023-11-15,74,73900
2023-11-16,57,45600
2023-11-17,152,139400
2023-11-18,461,399000
2023-11-19,327,340000
2023-11-20,156,147300
2023-11-21,71,71600
2023-11-22,0,0
2023-11-23,297,306900
2023-11-24,621,499900
2023-11-25,370,346600
2023-11-26,232,260600
2023-11-27,92,98900
2023-11-28,26,19700
2023-11-29,7,11500
2023-11-30,2,2000
2023-12-01,14,11900
2023-12-02,113,131300
2023-12-03,82,100600
2023-12-04,13,11800
2023-12-05,4,4000
2023-12-06,0,0
2023-12-07,3,2000
2023-12-08,6,1500
2023-12-09,34,40900
