date_visit,n_people,amount_fee
2026-01-24,249,244700
2026-01-25,380,387900
2026-01-26,0,0
2026-01-27,0,0
2026-01-28,0,0
2026-01-29,0,0
2026-01-30,96,89200
2026-01-31,192,214600
2026-02-01,145,119700
2026-02-02,59,60100
2026-02-03,51,61400
2026-02-04,30,40100
2026-02-05,30,27800
2026-02-06,74,75700
2026-02-07,172,171700
2026-02-08,138,164900
2026-02-09,120,122000
2026-02-10,55,43700
2026-02-11,116,122400
2026-02-12,0,0
2026-02-13,72,60600
2026-02-14,127,110400
2026-02-15,97,108700
2026-02-16,53,61100
2026-02-17,34,31500
2026-02-18,37,26600
2026-02-19,47,42500
2026-02-20,59,64400
2026-02-21,216,253700
2026-02-22,340,348000
2026-02-23,142,166200
2026-02-24,47,45300
2026-02-25,0,0
2026-02-26,38,23500
2026-02-27,42,41700
2026-02-28,130,112000
2026-03-01,36,16600
2026-03-02,25,25600
2026-03-03,13,13900
2026-03-04,19,18900
2026-03-05,47,48200
2026-03-06,43,40300
2026-03-07,62,63300
2026-03-08,116,80700
2026-03-09,32,34600
2026-03-10,34,33600
2026-03-11,0,0
2026-03-12,38,40400
2026-03-13,44,48900
2026-03-14,111,114100
2026-03-15,86,74500
2026-03-16,33,24300
2026-03-17,24,24200
2026-03-18,33,21300
2026-03-19,67,61700
2026-03-20,230,204200
2026-03-21,346,302400
2026-03-22,69,79800
2026-03-23,18,19500
2026-03-24,0,0
2026-03-25,0,0
