date_visit,n_people,amount_fee
2026-08-23,0,0
2026-08-24,5377,3735200
2026-08-25,3090,2161900
2026-08-26,2368,1726950
2026-08-27,2201,1613950
2026-08-28,2438,1778100
2026-08-29,2760,2077450
2026-08-30,2115,1617400
2026-08-31,1053,820600
2026-09-01,340,298100
2026-09-02,475,388750
2026-09-03,513,427850
2026-09-04,964,766900
2026-09-05,1543,1210950
2026-09-06,1054,901250
2026-09-07,829,694400
2026-09-08,715,595200
2026-09-09,0,0
2026-09-10,645,521150
2026-09-11,922,806200
2026-09-12,1403,1123150
2026-09-13,1186,978750
2026-09-14,620,497100
2026-09-15,317,234400
2026-09-16,229,194800
2026-09-17,366,282250
2026-09-18,669,526550
2026-09-19,2250,1697000
2026-09-20,5334,3871050
2026-09-21,5459,3904200
2026-09-22,3563,2644800
2026-09-23,1256,1046300
2026-09-24,0,0
2026-09-25,829,684600
2026-09-26,636,544450
2026-09-27,711,616400
2026-09-28,397,316750
2026-09-29,169,140550
2026-09-30,111,77900
2026-10-01,97,76200
2026-10-02,472,382300
2026-10-03,429,335300
2026-10-04,428,355100
2026-10-05,227,188500
2026-10-06,117,83200
2026-10-07,101,81650
2026-10-08,141,138050
2026-10-09,322,289950
2026-10-10,1053,900800
2026-10-11,1259,1007300
2026-10-12,741,643050
2026-10-13,401,354750
2026-10-14,0,0
2026-10-15,116,114850
2026-10-16,252,198000
2026-10-17,452,369850
2026-10-18,389,341850
2026-10-19,225,185800
2026-10-20,102,90800
2026-10-21,23,15700
2026-10-22,95,75050
