date_visit,n_people,amount_fee
2026-04-07,0,0
2026-04-08,0,0
2026-04-09,275,243800
2026-04-10,514,421200
2026-04-11,922,785800
2026-04-12,771,688800
2026-04-13,269,210300
2026-04-14,185,150900
2026-04-15,228,180800
2026-04-16,179,155400
2026-04-17,441,344200
2026-04-18,1028,873650
2026-04-19,866,790950
2026-04-20,417,354450
2026-04-21,280,231150
2026-04-22,0,0
2026-04-23,222,165400
2026-04-24,426,394750
2026-04-25,814,762500
2026-04-26,713,674450
2026-04-27,357,313050
2026-04-28,368,326800
2026-04-29,658,641550
2026-04-30,888,783700
2026-05-01,1021,879150
2026-05-02,1556,1245600
2026-05-03,2854,2211300
2026-05-04,2603,2065000
2026-05-05,1564,1278150
2026-05-06,672,648900
2026-05-07,247,248650
2026-05-08,175,139000
2026-05-09,408,400400
2026-05-10,336,288650
2026-05-11,146,111600
2026-05-12,79,65250
2026-05-13,0,0
2026-05-14,131,106650
2026-05-15,202,173850
2026-05-16,377,347100
2026-05-17,378,326850
2026-05-18,133,93700
2026-05-19,74,64900
2026-05-20,68,50700
2026-05-21,104,88700
2026-05-22,175,160400
2026-05-23,321,274300
2026-05-24,181,193100
2026-05-25,73,77400
2026-05-26,54,44350
2026-05-27,0,0
2026-05-28,72,72200
2026-05-29,131,122750
2026-05-30,190,191600
2026-05-31,160,159050
2026-06-01,70,63500
2026-06-02,10,12100
2026-06-03,23,19000
2026-06-04,13,16500
2026-06-05,39,43150
2026-06-06,99,87700
