date_visit,n_people,amount_fee
2026-04-27,0,0
2026-04-28,888,761250
2026-04-29,1661,1381150
2026-04-30,2032,1594950
2026-05-01,2278,1798450
2026-05-02,4374,3307000
2026-05-03,6851,5216100
2026-05-04,6113,4673900
2026-05-05,3901,3005750
2026-05-06,1229,1032250
2026-05-07,519,497850
2026-05-08,482,414800
2026-05-09,884,772050
2026-05-10,711,618000
2026-05-11,312,245850
2026-05-12,205,179650
2026-05-13,0,0
2026-05-14,248,200350
2026-05-15,418,381600
2026-05-16,945,819300
2026-05-17,678,569500
2026-05-18,282,231850
2026-05-19,138,118300
2026-05-20,132,104450
2026-05-21,193,162150
2026-05-22,348,310750
2026-05-23,628,590400
2026-05-24,490,471900
2026-05-25,213,199150
2026-05-26,117,102150
2026-05-27,0,0
2026-05-28,166,138050
2026-05-29,217,213200
2026-05-30,462,430800
2026-05-31,304,298650
2026-06-01,145,129050
2026-06-02,28,27100
2026-06-03,57,59000
2026-06-04,24,25900
2026-06-05,103,106650
2026-06-06,265,236050
2026-06-07,182,157000
2026-06-08,82,64600
2026-06-09,38,32900
2026-06-10,0,0
2026-06-11,43,38450
2026-06-12,107,86300
2026-06-13,214,208450
2026-06-14,187,164900
2026-06-15,88,77450
2026-06-16,41,34700
2026-06-17,7,7200
2026-06-18,32,24550
2026-06-19,77,64250
2026-06-20,204,207450
2026-06-21,81,76450
2026-06-22,75,45250
2026-06-23,18,16400
2026-06-24,0,0
2026-06-25,19,17750
2026-06-26,30,36650
