date_visit,n_people,amount_fee
2026-08-05,4579,3147900
2026-08-06,4488,3242800
2026-08-07,5205,3600100
2026-08-08,6084,4433650
2026-08-09,7476,5403050
2026-08-10,8995,6436450
2026-08-11,6502,4674450
2026-08-12,7263,5161450
2026-08-13,6602,4695050
2026-08-14,5511,3973200
2026-08-15,3833,2784850
2026-08-16,2362,1780500
2026-08-17,3003,2146300
2026-08-18,2398,1724550
2026-08-19,2052,1503100
2026-08-20,2034,1448900
2026-08-21,2485,1807250
2026-08-22,2220,1666200
2026-08-23,1991,1516400
2026-08-24,1983,1442150
2026-08-25,1299,980100
2026-08-26,1224,938350
2026-08-27,1163,904750
2026-08-28,1279,965550
2026-08-29,1318,1030800
2026-08-30,782,653850
2026-08-31,461,405950
2026-09-01,112,100800
2026-09-02,132,113100
2026-09-03,184,148250
2026-09-04,393,326300
2026-09-05,745,590200
2026-09-06,411,387950
2026-09-07,361,295700
2026-09-08,245,193300
2026-09-09,0,0
2026-09-10,300,252500
2026-09-11,413,376250
2026-09-12,798,659100
2026-09-13,521,414250
2026-09-14,226,190150
2026-09-15,93,72100
2026-09-16,100,79850
2026-09-17,151,113050
2026-09-18,268,199350
2026-09-19,1204,958850
2026-09-20,2930,2171250
2026-09-21,3019,2154400
2026-09-22,1778,1356700
2026-09-23,706,635650
2026-09-24,0,0
2026-09-25,346,289550
2026-09-26,222,206400
2026-09-27,273,253200
2026-09-28,182,149950
2026-09-29,60,56150
2026-09-30,48,34900
2026-10-01,19,20000
2026-10-02,149,121100
2026-10-03,123,102450
2026-10-04,0,0
