date_visit,n_people,amount_fee
2025-10-15,1031,799300
2025-10-16,1049,819550
2025-10-17,1629,1228200
2025-10-18,2980,2240200
2025-10-19,2411,1825350
2025-10-20,1527,1157450
2025-10-21,1023,777850
2025-10-22,0,0
2025-10-23,871,667900
2025-10-24,1426,1114250
2025-10-25,2200,1771300
2025-10-26,1744,1392150
2025-10-27,1094,861300
2025-10-28,530,391050
2025-10-29,605,478200
2025-10-30,623,481200
2025-10-31,1078,834350
2025-11-01,2468,1869150
2025-11-02,3679,2732650
2025-11-03,1727,1376000
2025-11-04,238,249200
2025-11-05,89,87600
2025-11-06,108,103000
2025-11-07,302,256900
2025-11-08,544,462000
2025-11-09,461,439500
2025-11-10,304,272700
2025-11-11,199,175700
2025-11-12,0,0
2025-11-13,194,135900
2025-11-14,347,303700
2025-11-15,424,406200
2025-11-16,329,341500
2025-11-17,231,256900
2025-11-18,115,95400
2025-11-19,107,100900
2025-11-20,76,92300
2025-11-21,208,228100
2025-11-22,576,512700
2025-11-23,892,740000
2025-11-24,396,367400
2025-11-25,205,212800
2025-11-26,0,0
2025-11-27,101,96600
2025-11-28,55,54800
2025-11-29,262,283700
2025-11-30,159,181400
2025-12-01,25,24900
2025-12-02,16,11000
2025-12-03,26,14400
2025-12-04,6,8400
2025-12-05,9,7000
2025-12-06,76,75400
2025-12-07,67,89300
2025-12-08,15,18700
2025-12-09,21,15500
2025-12-10,0,0
2025-12-11,2,2000
2025-12-12,5,6400
2025-12-13,21,35200
2025-12-14,0,0
