date_visit,n_people,amount_fee
2024-05-07,0,0
2024-05-08,0,0
2024-05-09,378,319800
2024-05-10,455,371300
2024-05-11,1271,1044500
2024-05-12,1065,908800
2024-05-13,487,378000
2024-05-14,297,226650
2024-05-15,274,210700
2024-05-16,222,183150
2024-05-17,413,343800
2024-05-18,998,854400
2024-05-19,878,757600
2024-05-20,468,423100
2024-05-21,248,202600
2024-05-22,0,0
2024-05-23,195,139550
2024-05-24,442,358400
2024-05-25,835,706150
2024-05-26,783,690150
2024-05-27,463,378750
2024-05-28,170,117600
2024-05-29,105,76650
2024-05-30,147,121400
2024-05-31,208,189500
2024-06-01,650,588250
2024-06-02,533,499800
2024-06-03,101,83500
2024-06-04,60,44800
2024-06-05,64,45200
2024-06-06,66,69600
2024-06-07,136,111150
2024-06-08,399,353700
2024-06-09,392,352150
2024-06-10,153,142150
2024-06-11,44,37000
2024-06-12,0,0
2024-06-13,45,39750
2024-06-14,163,132800
2024-06-15,365,321250
2024-06-16,271,215000
2024-06-17,90,73750
2024-06-18,26,24500
2024-06-19,36,41250
2024-06-20,53,42950
2024-06-21,98,67800
2024-06-22,393,356800
2024-06-23,176,163650
2024-06-24,98,71300
2024-06-25,24,15000
2024-06-26,0,0
2024-06-27,46,31950
2024-06-28,72,68350
2024-06-29,184,165150
2024-06-30,147,117500
2024-07-01,35,31500
2024-07-02,6,4900
2024-07-03,9,4750
2024-07-04,20,20500
2024-07-05,52,40800
2024-07-06,89,74200
