date_visit,n_people,amount_fee
2024-12-07,1003,791400
2024-12-08,777,649100
2024-12-09,315,268800
2024-12-10,163,112300
2024-12-11,0,0
2024-12-12,159,153000
2024-12-13,253,257000
2024-12-14,570,521800
2024-12-15,486,448900
2024-12-16,89,88600
2024-12-17,62,68900
2024-12-18,46,43600
2024-12-19,62,55200
2024-12-20,106,94700
2024-12-21,272,282200
2024-12-22,209,223600
2024-12-23,54,50000
2024-12-24,94,87600
2024-12-25,0,0
2024-12-26,303,287400
2024-12-27,409,346500
2024-12-28,538,496100
2024-12-29,928,760000
2024-12-30,953,817700
2024-12-31,0,0
2025-01-01,0,0
2025-01-02,603,553500
2025-01-03,462,445400
2025-01-04,286,299400
2025-01-05,144,173100
2025-01-06,42,47000
2025-01-07,41,46300
2025-01-08,0,0
2025-01-09,22,26800
2025-01-10,19,17600
2025-01-11,81,80600
2025-01-12,161,177300
2025-01-13,61,81300
2025-01-14,11,10600
2025-01-15,14,11600
2025-01-16,5,4000
2025-01-17,43,19100
2025-01-18,31,39700
2025-01-19,58,50600
2025-01-20,0,0
2025-01-21,0,0
2025-01-22,0,0
2025-01-23,0,0
2025-01-24,0,0
2025-01-25,57,62100
2025-01-26,41,29400
2025-01-27,5,3000
2025-01-28,4,2500
2025-01-29,13,14400
2025-01-30,7,4000
2025-01-31,5,8800
2025-02-01,15,4200
2025-02-02,13,15300
2025-02-03,0,0
2025-02-04,0,0
2025-02-05,0,0
