date_visit,n_people,amount_fee
2025-01-24,0,0
2025-01-25,872,753300
2025-01-26,522,462000
2025-01-27,165,155900
2025-01-28,105,102400
2025-01-29,64,58500
2025-01-30,71,67900
2025-01-31,88,88100
2025-02-01,185,191500
2025-02-02,161,159600
2025-02-03,51,45700
2025-02-04,44,54400
2025-02-05,46,44200
2025-02-06,57,59700
2025-02-07,65,47800
2025-02-08,171,198900
2025-02-09,269,282700
2025-02-10,192,189600
2025-02-11,91,93000
2025-02-12,0,0
2025-02-13,31,23100
2025-02-14,43,54400
2025-02-15,51,56800
2025-02-16,111,90300
2025-02-17,30,33400
2025-02-18,39,32400
2025-02-19,38,39900
2025-02-20,53,28300
2025-02-21,43,48800
2025-02-22,260,324000
2025-02-23,458,422600
2025-02-24,115,117600
2025-02-25,26,28000
2025-02-26,0,0
2025-02-27,16,17600
2025-02-28,39,35000
2025-03-01,79,60700
2025-03-02,62,66800
2025-03-03,26,28600
2025-03-04,23,19500
2025-03-05,6,6700
2025-03-06,23,21800
2025-03-07,44,34100
2025-03-08,106,116900
2025-03-09,115,146900
2025-03-10,30,25300
2025-03-11,22,15500
2025-03-12,0,0
2025-03-13,28,25600
2025-03-14,35,45800
2025-03-15,131,109300
2025-03-16,105,93600
2025-03-17,36,30100
2025-03-18,51,47800
2025-03-19,32,34900
2025-03-20,71,79500
2025-03-21,193,203700
2025-03-22,89,95500
2025-03-23,85,102900
2025-03-24,37,34000
2025-03-25,30,40600
