date_visit,n_people,amount_fee
2026-04-16,0,0
2026-04-17,763,589850
2026-04-18,1724,1402450
2026-04-19,1366,1144050
2026-04-20,624,542100
2026-04-21,429,360950
2026-04-22,0,0
2026-04-23,370,269400
2026-04-24,570,539550
2026-04-25,1050,932800
2026-04-26,934,847600
2026-04-27,468,419450
2026-04-28,500,464500
2026-04-29,850,790250
2026-04-30,1115,958150
2026-05-01,1285,1080800
2026-05-02,2203,1711750
2026-05-03,4003,3059300
2026-05-04,3524,2738700
2026-05-05,2172,1734600
2026-05-06,842,763500
2026-05-07,375,373350
2026-05-08,252,228900
2026-05-09,621,581200
2026-05-10,466,429100
2026-05-11,209,152500
2026-05-12,133,116450
2026-05-13,0,0
2026-05-14,173,139750
2026-05-15,249,225250
2026-05-16,598,546650
2026-05-17,513,439850
2026-05-18,212,168050
2026-05-19,93,77400
2026-05-20,87,68450
2026-05-21,146,117050
2026-05-22,242,227300
2026-05-23,409,354500
2026-05-24,263,269050
2026-05-25,151,143600
2026-05-26,75,67550
2026-05-27,0,0
2026-05-28,108,110200
2026-05-29,160,149150
2026-05-30,265,278400
2026-05-31,221,224050
2026-06-01,106,93400
2026-06-02,13,15100
2026-06-03,40,42100
2026-06-04,21,23900
2026-06-05,68,71050
2026-06-06,184,154850
2026-06-07,100,104300
2026-06-08,31,27450
2026-06-09,27,23300
2026-06-10,0,0
2026-06-11,16,15600
2026-06-12,66,57700
2026-06-13,118,112600
2026-06-14,78,64750
2026-06-15,39,40150
